"rmse"
26.1950811425204
27.9787799771568
20.151334394185
13.3444265573662
41.6892875960673
44.1343616830297
20.0419601531055
19.9354374252545
18.970391839131
19.1671777669905
37.9431711809492
22.0837904828851
16.0449238012369
13.066348240469
24.2071593711516
15.2267765632847
12.1371690542954
15.0693392476834
15.4103003978243
18.1081037203178
18.3113152988925
26.0798915329304
25.2829277822998
13.5280548926227
28.2804238106837
19.3286901146667
16.0532693141889
21.796511015426
15.3579474753085
14.1292869948057
26.8603589594333
15.8744504686089
18.4351939556263
10.6747372232065
10.5830334441793
30.7154666608865
37.3760598991876
19.4837715947022
19.240161295741
18.096585989768
6.16464752027831
13.8707338118772
10.8770171624347
11.9707523990145
21.1177162168294
46.1771003219964
17.053231576649
12.5614285523888
24.5161401998411
37.4818366030773
22.390315042246
11.3810382600173
40.3904652488263
20.7893611011469
40.6751820986488
21.6868080399826
27.0347872526639
19.9920700473987
19.2350057768994
18.6631494730436
17.24265964728
16.3857579825521
24.8682893600224
23.324410877268
25.713941106578
19.0665214259886
19.7511234628866
57.4610539146551
21.7601304725738
12.1171724343325
24.4375282335583
16.0482755970347
37.9692959358324
15.9708099053998
14.7267361446208
18.5074650191091
13.8085974979746
6.57354086062771
12.3317813312458
16.4214960173182
15.0915036818536
16.7101191060895
19.51036180102
15.5601474916158
37.6139367960708
18.1001611542758
17.2796105172521
15.4131253754137
17.0518154622544
48.3529161637599
22.1897206566823
10.8068678598715
20.4411325793533
26.663484142029
54.0688213253859
39.9097942381289
8.92737865536184
17.1289236659364
15.2972084561831
41.5032309710091
