"theta","Ent3","Ent4","Ent5","IMSE3","IMSE4","IMSE5","MMSE3","MMSE4","MMSE5"
0.1,0.248438238078583,0.318712766073151,0.424161870272015,0.0495713625363457,0.0537803287755104,0.0705596662739717,0.286182914057293,0.109374116590873,0.143185391103187
