"theta.1","theta.2"
0.542803854237107,0.944325912657019
0.542803854237107,0.944325912657019
0.542803854237107,0.944325912657019
0.542803854237107,0.944325912657019
0.542803854237107,0.944325912657019
0.542803854237107,0.944325912657019
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.795566728015517,0.202051921873251
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
0.334472187105842,0.627201117770022
