"cand.1","cand.2"
0.386851902836925,0.779785089315598
0.730307950904553,0.460663776111574
0.275094178974934,0.530001471588801
0.63812179041604,0.581426118890307
0.182032860547388,-0.0765596732593614
0.966122063706801,-0.0332167459352504
0.489618437710675,0.969313890325999
0.216464942787983,0.385035072687318
0.673490881048353,0.326509118951647
0.318331432824231,0.681668567175769
0.357469698391315,0.444192775093208
0.776995442981598,0.604444316888933
0.191411864364213,0.251705460329517
0.651699578925989,0.811509764134337
0.317445585759065,-0.0196946740396059
0.789346195689334,0.106006560692004
0.874465914969996,0.221812389646666
0.303086507133832,0.891132486554754
0.824666427893202,0.726856816660597
0.153430548370005,0.613598476647328
0.255741521513599,0.611878099309833
0.684214870660297,0.521044947500941
0.41515725946218,0.877248117288042
0.203938403576098,0.318370266508418
0.328439969366522,0.749830251638468
0.579424382549008,0.729012241553404
0.245779560881458,0.45751827213806
0.400707236436339,0.662197922685634
0.69049950174243,0.620709402385099
0.845639658984621,0.165601190475186
0.3309860440359,0.606584540653202
0.567241907436542,0.790011447755205
0.469989944400227,0.892201952320665
0.0716468764223977,-0.0771243282994885
0.753651696943075,0.532554046500254
0.806766608958772,0.273946907800276
0.286967320589649,0.414613923890263
0.774995397535754,0.172680980654915
0.344969204985379,0.835458787935176
0.854377851871193,0.0385907949224917
0.610124370805373,0.744951374602397
0.21857737466058,0.272079593051792
0.767870446289669,0.32004606355625
0.293821320024588,0.581808057978994
0.648427429365956,0.658709983886431
0.446124042201638,0.819793783386779
0.231122251834721,0.421276672412689
0.719902360467668,0.507961914461049
0.898990628517729,-0.0108019220790303
0.505214801987624,0.839674298149406
0.291729010008165,0.489882173214537
0.61601346374507,0.710328455410734
0.375282747792908,0.71198754627902
0.224105242558836,0.350229262620098
0.359519334630285,0.671933244930702
-0.01594950473097,-0.247937271548556
0.1708304379024,0.296298289392619
0.826203133971697,0.219774049137731
0.712975297962527,0.568500631645854
0.546788063486736,0.826742963545403
0.525203388615535,0.800910323005096
0.197278063499722,0.36366057902777
0.75987095346065,0.421223769723065
0.329351604654267,0.641765514954683
0.681275702680641,0.659733167646514
0.428224500731317,0.784889677519652
0.297155894368773,0.546547758134181
0.613068917275222,0.727639915006566
0.681845509268654,0.558544315649407
0.584212658792333,0.849794120966142
0.369636654644772,0.746215355340899
0.30359466057101,0.613292634562971
0.891498772040277,-0.19060647753787
0.271084292292973,0.44258976065709
0.637075061289908,0.688509950086056
0.400602092594209,0.699058519146441
0.566720998934755,0.761186288330949
0.719377685744741,0.539334198415767
0.596704052700539,0.757072952245473
0.32009468783785,0.568391870159456
