"feasible.1","feasible.2"
0.492395437262357,0.446768060836502
0.505703422053232,0.423954372623574
0.403041825095057,0.52851711026616
0.555133079847909,0.4106463878327
0.604562737642586,0.397338403041825
0.416349809885932,0.505703422053232
0.597908745247148,0.408745247148289
0.57319391634981,0.415399239543726
0.384980988593156,0.523764258555133
0.499049429657795,0.435361216730038
0.523764258555133,0.428707224334601
0.517110266159696,0.440114068441065
0.647338403041825,0.395437262357414
0.672053231939163,0.388783269961977
0.579847908745247,0.403992395437262
0.467680608365019,0.453422053231939
0.53041825095057,0.417300380228137
0.548479087452471,0.422053231939164
0.622623574144487,0.402091254752852
0.423003802281369,0.494296577946768
0.409695817490494,0.517110266159696
0.512357414448669,0.41254752851711
0.461026615969582,0.464828897338403
0.55180608365019,0.416349809885932
0.564163498098859,0.413022813688213
0.546102661596958,0.408269961977186
0.560836501901141,0.418726235741445
0.542775665399239,0.413973384030418
0.545152091254753,0.427756653992396
0.582224334600761,0.41777566539924
0.518060836501901,0.420627376425856
0.394011406844107,0.526140684410646
0.693441064638783,0.387832699619772
0.656368821292776,0.397813688212928
0.619296577946768,0.407794676806084
0.634980988593156,0.398764258555133
0.659695817490494,0.392110266159696
0.625950570342205,0.39638783269962
0.610266159695817,0.40541825095057
0.480038022813688,0.45009505703422
0.483365019011407,0.444391634980989
0.504752851711027,0.443441064638783
0.514733840304183,0.426330798479088
0.41967680608365,0.5
0.601235741444867,0.403041825095057
0.59458174904943,0.414448669201521
0.588878326996198,0.406368821292776
0.585551330798479,0.412072243346008
0.570817490494297,0.401615969581749
0.520437262357414,0.434410646387833
0.508079847908745,0.437737642585551
0.529467680608365,0.436787072243346
0.527091254752852,0.423003802281369
0.490019011406844,0.432984790874525
0.493346007604563,0.427281368821293
0.5,0.415874524714829
0.502376425855513,0.429657794676806
0.524714828897338,0.409220532319392
0.412072243346008,0.530893536121673
0.400665399239544,0.514733840304183
0.533745247148289,0.411596958174905
0.539448669201521,0.41967680608365
0.52138783269962,0.414923954372624
0.536121673003802,0.425380228136882
0.557509505703422,0.424429657794677
0.613593155893536,0.399714828897338
0.606939163498099,0.411121673003802
0.442015209125475,0.479562737642586
0.681083650190114,0.391159695817491
0.638307984790875,0.393060836501901
0.495722433460076,0.44106463878327
0.576520912547529,0.409695817490494
0.592205323193916,0.400665399239544
0.567490494296578,0.407319391634981
0.569866920152091,0.421102661596958
0.532794676806084,0.431083650190114
0.397338403041825,0.520437262357414
0.668726235741445,0.394486692015209
0.705798479087452,0.384505703422053
0.406368821292776,0.522813688212928
0.631653992395437,0.404467680608365
0.558460076045627,0.404942965779468
0.47671102661597,0.455798479087452
0.50903041825095,0.418250950570342
0.511406844106464,0.432034220532319
0.489068441064639,0.452471482889734
0.550617870722433,0.409458174904943
0.559648288973384,0.411834600760456
0.556321292775665,0.417538022813688
0.547290874524715,0.415161596958175
0.541587452471483,0.40708174904943
0.568678707224334,0.41421102661597
0.531606463878327,0.424192015209125
0.408032319391635,0.519961977186312
0.699619771863118,0.386169201520913
0.682747148288973,0.388307984790875
0.676568441064639,0.389971482889734
0.687262357414449,0.389496197718631
0.636644486692015,0.395912547528517
0.618108365019011,0.400903041825095
0.473384030418251,0.461501901140684
0.469344106463878,0.450570342205323
0.484553231939164,0.451283269961977
