"p1","p2","exact.1","exact.2","den.1","den.2"
0.62876254180602,0.62876254180602,1.88182236224927,1.2648740966272,1.96545201671598,1.51304425759965
0.632107023411371,0.632107023411371,1.83001012232999,1.30363433732853,1.89604396244665,1.54716871704652
0.635451505016722,0.635451505016722,1.77835089557947,1.34391514741845,1.83547364875188,1.58169339698945
0.638795986622074,0.638795986622074,1.72691325571756,1.3858014194999,1.78762885323974,1.61759404815438
0.642140468227425,0.642140468227425,1.67576334834299,1.42938515096194,1.75541023711046,1.65616040633427
0.645484949832776,0.645484949832776,1.62496477459483,1.47476632397812,1.740339721305,1.69886653710437
0.648829431438127,0.648829431438127,1.57457848718237,1.52205393995439,1.74231385423672,1.74720676498028
0.652173913043478,0.652173913043478,1.52466269885627,1.57136724400224,1.75953115567735,1.80251489951331
0.655518394648829,0.655518394648829,1.47527280333551,1.62283718291142,1.78860129333038,1.86578649551296
0.658862876254181,0.658862876254181,1.42646130864482,1.67660815056063,1.82482287489469,1.93752415523089
0.662207357859532,0.662207357859532,1.3782777827526,1.73284008581622,1.86259803032651,2.01762439378538
0.665551839464883,0.665551839464883,1.33076881134051,1.79171099964638,1.89593770414695,2.10532132915174
0.668896321070234,0.668896321070234,1.28397796741104,1.85342001879621,1.91900298036771,2.19919746931087
0.672240802675585,0.672240802675585,1.23794579263178,1.91819104048309,1.92662552185381,2.29726537850374
0.675585284280936,0.675585284280936,1.19270978982196,1.98627709239852,1.91475437827073,2.39711653003597
0.678929765886288,0.678929765886288,1.14830442650695,2.0579654794332,1.88078636780616,2.49612603572072
0.682274247491639,0.682274247491639,1.1047611490735,2.13358376574117,1.82375163625469,2.59169525711873
0.68561872909699,0.68561872909699,1.06210840675299,2.2135065789921,1.74434292044316,2.68150965068892
0.688963210702341,0.688963210702341,1.02037168552669,2.29816312250325,1.64479423378784,2.76378741870897
0.692307692307692,0.692307692307692,0.979573550873998,2.38804512954326,1.52862993546334,2.83749594481747
0.695652173913043,0.695652173913043,0.939733699224854,2.48371478288015,1.40031667671832,2.90251722084774
0.698996655518395,0.698996655518395,0.900869017441839,2.5858118458179,1.2648575338434,2.95974950645927
0.702341137123746,0.702341137123746,0.862993649739215,2.69505890988501,1.12736960152105,3.01113888448993
0.705685618729097,0.705685618729097,0.826119071430772,2.81226327144545,0.992684039000843,3.05963975382335
0.709030100334448,0.709030100334448,0.790254168930153,2.93831353240009,0.865002075096997,3.10910664434791
0.712374581939799,0.712374581939799,0.755405325419684,3.07416862502125,0.747632895940813,3.1641208370044
0.71571906354515,0.71571906354515,0.721576511327507,3.22083665428054,0.64283055963082,3.22975483093363
0.719063545150502,0.719063545150502,0.688769380966993,3.37934081826714,0.551737692428338,3.31127717359656
0.722408026755853,0.722408026755853,0.656983369749005,3.55066980746587,0.474434098498544,3.41380132187603
0.725752508361204,0.725752508361204,0.626215795159729,3.73571059874163,0.410078944331773,3.54188649464077
0.729096989966555,0.729096989966555,0.596461974301618,3.93516253885741,0.357126464810428,3.69910646246762
0.732441471571906,0.732441471571906,0.567715305777407,4.14943311083319,0.313588083036477,3.88761312869957
0.735785953177257,0.735785953177257,0.539967403879545,4.37851779383495,0.277309519840752,4.10773343840078
0.739130434782609,0.739130434782609,0.513208195794784,4.62186919078382,0.246230853630385,4.35764744548616
0.74247491638796,0.74247491638796,0.487426032586478,4.87826087972344,0.218601063054846,4.63319883996545
0.745819397993311,0.745819397993311,0.462607809633014,5.14566272694431,0.19312607475069,4.92788413252048
0.749163879598662,0.749163879598662,0.438739056825006,5.42112965420583,0.169039645609011,5.23305184329891
0.752508361204013,0.752508361204013,0.415804067835824,5.70072884036423,0.146097779699938,5.53831945500528
0.755852842809364,0.755852842809364,0.393785997458477,5.97951362968927,0.124507797651234,5.83218682737761
0.759197324414716,0.759197324414716,0.372666971111338,6.25155982671879,0.104810846715498,6.10279521697886
0.762541806020067,0.762541806020067,0.352428188297577,6.51007467644842,0.0877404195465139,6.33875668005037
0.765886287625418,0.765886287625418,0.333050024737782,6.74758437531291,0.0740790891097097,6.52996452484993
0.769230769230769,0.769230769230769,0.314512131785839,6.95619958972347,0.0645318035288302,6.66829485291847
0.77257525083612,0.77257525083612,0.296793532905456,7.12795087617629,0.0596280043437444,6.74812265450889
0.775919732441472,0.775919732441472,0.279872716935022,7.25517867410836,0.0596580877686833,6.76660112598489
0.779264214046823,0.779264214046823,0.263727727982496,7.33095277124672,0.0646437370573966,6.7236852491578
0.782608695652174,0.782608695652174,0.248336251830772,7.34949496895078,0.0743373824867307,6.62191434669104
0.785953177257525,0.785953177257525,0.233675698618888,7.30656921499517,0.0882438666610823,6.46599751054643
0.789297658862876,0.789297658862876,0.21972328163848,7.1998077847284,0.105657118250151,6.26226601239437
0.792642140468227,0.792642140468227,0.206456092229698,7.02894274421724,0.125705689389242,6.01806570940304
0.795986622073579,0.795986622073579,0.193851170671415,6.79591903061833,0.147402663151638,5.74116010191881
0.79933110367893,0.79933110367893,0.181885572952159,6.50487470685324,0.169697036148126,5.43920316042253
0.802675585284281,0.802675585284281,0.170536433444372,6.16198521116461,0.19152480509112,5.1193236570046
0.806020066889632,0.806020066889632,0.159781023481244,5.77518040508279,0.211858494963694,4.78784317848169
0.809364548494983,0.809364548494983,0.149596805807251,5.3537546528547,0.22975386238809,4.45013144002364
0.812709030100334,0.812709030100334,0.139961484948962,4.90789933504264,0.244392235397283,4.11058713513115
0.816053511705686,0.816053511705686,0.130853053565453,4.44819398260734,0.2551166807478,3.77272139675212
