"p1","p2"
0,0
0.00401606425702811,0.00401606425702811
0.00803212851405622,0.00803212851405622
0.0120481927710843,0.0120481927710843
0.0160642570281124,0.0160642570281124
0.0200803212851406,0.0200803212851406
0.0240963855421687,0.0240963855421687
0.0281124497991968,0.0281124497991968
0.0321285140562249,0.0321285140562249
0.036144578313253,0.036144578313253
0.0401606425702811,0.0401606425702811
0.0441767068273092,0.0441767068273092
0.0481927710843373,0.0481927710843373
0.0522088353413655,0.0522088353413655
0.0562248995983936,0.0562248995983936
0.0602409638554217,0.0602409638554217
0.0642570281124498,0.0642570281124498
0.0682730923694779,0.0682730923694779
0.072289156626506,0.072289156626506
0.0763052208835341,0.0763052208835341
0.0803212851405622,0.0803212851405622
0.0843373493975904,0.0843373493975904
0.0883534136546185,0.0883534136546185
0.0923694779116466,0.0923694779116466
0.0963855421686747,0.0963855421686747
0.100401606425703,0.100401606425703
0.104417670682731,0.104417670682731
0.108433734939759,0.108433734939759
0.112449799196787,0.112449799196787
0.116465863453815,0.116465863453815
0.120481927710843,0.120481927710843
0.124497991967871,0.124497991967871
0.1285140562249,0.1285140562249
0.132530120481928,0.132530120481928
0.136546184738956,0.136546184738956
0.140562248995984,0.140562248995984
0.144578313253012,0.144578313253012
0.14859437751004,0.14859437751004
0.152610441767068,0.152610441767068
0.156626506024096,0.156626506024096
0.160642570281124,0.160642570281124
0.164658634538153,0.164658634538153
0.168674698795181,0.168674698795181
0.172690763052209,0.172690763052209
0.176706827309237,0.176706827309237
0.180722891566265,0.180722891566265
0.184738955823293,0.184738955823293
0.188755020080321,0.188755020080321
0.192771084337349,0.192771084337349
0.196787148594377,0.196787148594377
0.200803212851406,0.200803212851406
0.204819277108434,0.204819277108434
0.208835341365462,0.208835341365462
0.21285140562249,0.21285140562249
0.216867469879518,0.216867469879518
0.220883534136546,0.220883534136546
0.224899598393574,0.224899598393574
0.228915662650602,0.228915662650602
0.232931726907631,0.232931726907631
0.236947791164659,0.236947791164659
0.240963855421687,0.240963855421687
0.244979919678715,0.244979919678715
0.248995983935743,0.248995983935743
0.253012048192771,0.253012048192771
0.257028112449799,0.257028112449799
0.261044176706827,0.261044176706827
0.265060240963855,0.265060240963855
0.269076305220883,0.269076305220883
0.273092369477912,0.273092369477912
0.27710843373494,0.27710843373494
0.281124497991968,0.281124497991968
0.285140562248996,0.285140562248996
0.289156626506024,0.289156626506024
0.293172690763052,0.293172690763052
0.29718875502008,0.29718875502008
0.301204819277108,0.301204819277108
0.305220883534137,0.305220883534137
0.309236947791165,0.309236947791165
0.313253012048193,0.313253012048193
0.317269076305221,0.317269076305221
0.321285140562249,0.321285140562249
0.325301204819277,0.325301204819277
0.329317269076305,0.329317269076305
0.333333333333333,0.333333333333333
0.337349397590361,0.337349397590361
0.34136546184739,0.34136546184739
0.345381526104418,0.345381526104418
0.349397590361446,0.349397590361446
0.353413654618474,0.353413654618474
0.357429718875502,0.357429718875502
0.36144578313253,0.36144578313253
0.365461847389558,0.365461847389558
0.369477911646586,0.369477911646586
0.373493975903614,0.373493975903614
0.377510040160643,0.377510040160643
0.381526104417671,0.381526104417671
0.385542168674699,0.385542168674699
0.389558232931727,0.389558232931727
0.393574297188755,0.393574297188755
0.397590361445783,0.397590361445783
0.401606425702811,0.401606425702811
0.405622489959839,0.405622489959839
0.409638554216867,0.409638554216867
0.413654618473896,0.413654618473896
0.417670682730924,0.417670682730924
0.421686746987952,0.421686746987952
0.42570281124498,0.42570281124498
0.429718875502008,0.429718875502008
0.433734939759036,0.433734939759036
0.437751004016064,0.437751004016064
0.441767068273092,0.441767068273092
0.44578313253012,0.44578313253012
0.449799196787149,0.449799196787149
0.453815261044177,0.453815261044177
0.457831325301205,0.457831325301205
0.461847389558233,0.461847389558233
0.465863453815261,0.465863453815261
0.469879518072289,0.469879518072289
0.473895582329317,0.473895582329317
0.477911646586345,0.477911646586345
0.481927710843373,0.481927710843373
0.485943775100402,0.485943775100402
0.48995983935743,0.48995983935743
0.493975903614458,0.493975903614458
0.497991967871486,0.497991967871486
0.502008032128514,0.502008032128514
0.506024096385542,0.506024096385542
0.51004016064257,0.51004016064257
0.514056224899598,0.514056224899598
0.518072289156627,0.518072289156627
0.522088353413655,0.522088353413655
0.526104417670683,0.526104417670683
0.530120481927711,0.530120481927711
0.534136546184739,0.534136546184739
0.538152610441767,0.538152610441767
0.542168674698795,0.542168674698795
0.546184738955823,0.546184738955823
0.550200803212851,0.550200803212851
0.554216867469879,0.554216867469879
0.558232931726908,0.558232931726908
0.562248995983936,0.562248995983936
0.566265060240964,0.566265060240964
0.570281124497992,0.570281124497992
0.57429718875502,0.57429718875502
0.578313253012048,0.578313253012048
0.582329317269076,0.582329317269076
0.586345381526104,0.586345381526104
0.590361445783132,0.590361445783132
0.594377510040161,0.594377510040161
0.598393574297189,0.598393574297189
0.602409638554217,0.602409638554217
0.606425702811245,0.606425702811245
0.610441767068273,0.610441767068273
0.614457831325301,0.614457831325301
0.618473895582329,0.618473895582329
0.622489959839357,0.622489959839357
0.626506024096385,0.626506024096385
0.630522088353414,0.630522088353414
0.634538152610442,0.634538152610442
0.63855421686747,0.63855421686747
0.642570281124498,0.642570281124498
0.646586345381526,0.646586345381526
0.650602409638554,0.650602409638554
0.654618473895582,0.654618473895582
0.65863453815261,0.65863453815261
0.662650602409638,0.662650602409638
0.666666666666667,0.666666666666667
0.670682730923695,0.670682730923695
0.674698795180723,0.674698795180723
0.678714859437751,0.678714859437751
0.682730923694779,0.682730923694779
0.686746987951807,0.686746987951807
0.690763052208835,0.690763052208835
0.694779116465863,0.694779116465863
0.698795180722891,0.698795180722891
0.70281124497992,0.70281124497992
0.706827309236948,0.706827309236948
0.710843373493976,0.710843373493976
0.714859437751004,0.714859437751004
0.718875502008032,0.718875502008032
0.72289156626506,0.72289156626506
0.726907630522088,0.726907630522088
0.730923694779116,0.730923694779116
0.734939759036145,0.734939759036145
0.738955823293173,0.738955823293173
0.742971887550201,0.742971887550201
0.746987951807229,0.746987951807229
0.751004016064257,0.751004016064257
0.755020080321285,0.755020080321285
0.759036144578313,0.759036144578313
0.763052208835341,0.763052208835341
0.767068273092369,0.767068273092369
0.771084337349398,0.771084337349398
0.775100401606426,0.775100401606426
0.779116465863454,0.779116465863454
0.783132530120482,0.783132530120482
0.78714859437751,0.78714859437751
0.791164658634538,0.791164658634538
0.795180722891566,0.795180722891566
0.799196787148594,0.799196787148594
0.803212851405622,0.803212851405622
0.807228915662651,0.807228915662651
0.811244979919679,0.811244979919679
0.815261044176707,0.815261044176707
0.819277108433735,0.819277108433735
0.823293172690763,0.823293172690763
0.827309236947791,0.827309236947791
0.831325301204819,0.831325301204819
0.835341365461847,0.835341365461847
0.839357429718875,0.839357429718875
0.843373493975904,0.843373493975904
0.847389558232932,0.847389558232932
0.85140562248996,0.85140562248996
0.855421686746988,0.855421686746988
0.859437751004016,0.859437751004016
0.863453815261044,0.863453815261044
0.867469879518072,0.867469879518072
0.8714859437751,0.8714859437751
0.875502008032128,0.875502008032128
0.879518072289157,0.879518072289157
0.883534136546185,0.883534136546185
0.887550200803213,0.887550200803213
0.891566265060241,0.891566265060241
0.895582329317269,0.895582329317269
0.899598393574297,0.899598393574297
0.903614457831325,0.903614457831325
0.907630522088353,0.907630522088353
0.911646586345381,0.911646586345381
0.91566265060241,0.91566265060241
0.919678714859438,0.919678714859438
0.923694779116466,0.923694779116466
0.927710843373494,0.927710843373494
0.931726907630522,0.931726907630522
0.93574297188755,0.93574297188755
0.939759036144578,0.939759036144578
0.943775100401606,0.943775100401606
0.947791164658634,0.947791164658634
0.951807228915663,0.951807228915663
0.955823293172691,0.955823293172691
0.959839357429719,0.959839357429719
0.963855421686747,0.963855421686747
0.967871485943775,0.967871485943775
0.971887550200803,0.971887550200803
0.975903614457831,0.975903614457831
0.979919678714859,0.979919678714859
0.983935742971887,0.983935742971887
0.987951807228916,0.987951807228916
0.991967871485944,0.991967871485944
0.995983935742972,0.995983935742972
1,1
