"lng","lat"
-74,41.61
-74.22,41.49
-73.7,41.8
-73.5,42
-73.99,41.66
-74.11,41.66
-74.3,41.5
-74.05,41.54
-74.07,41.45
-74.1,41.8
-73.59,41.48
-73.59,41.58
-73.647,42.252
-74.3,41.6
-73.6,42
-73.8,41.73
-73.68,41.62
-73.8,42
-73.87,41.93
-73.87,41.93
-74.16,41.5
-74.11,41.43
-73.8,41.8
-73.88,41.82
-73.69,41.91
-73.73,41.55
-73.87,42.06
-73.7,41.72
-74.18,41.56
-74.2,41.6
-73.9,41.6
-73.56,41.8
-73.58,41.67
-73.9,41.7
-73.86,41.67
-73.891,41.686
-74.7,41.7
-74.92,41.49
-74.89,41.67
-74.43,41.56
-74.4,41.6
-75.03,41.78
-74.946,41.839
-74.6,41.9
-74.98,41.68
-74.6,41.5
-74.87,41.55
-74.61,41.74
-74.75,41.74
-75.02,41.84
-74.8,41.5
-74.59,41.66
-74.5,41.9
-75.07,41.84
-74.73,41.72
-74.84,41.55
-75.02,41.78
-74.65,41.45
-74.66,41.77
-74.91,41.78
-74.832,41.688
-74.95,41.74
-74.66,41.7
-74.99,41.68
-74.73,41.8
-74.7,41.9
-74.66,41.78
-75.1,41.9
-74.79,41.66
-74.52,41.69
-75,41.6
-74.62,41.85
-74.98,41.82
-75.007,41.85
-74.72,41.86
-74.5,41.6
-74.86,41.45
-74.65,41.37
-74.58,41.61
-74.9,42
-74.71,41.55
-74.812,41.661
-74.63,41.7
-74.74,41.44
-74.5,41.6
-74.84,41.74
-74.7,41.7
-74.5,41.6
-74.87,41.65
-74.86,41.82
-74.59,41.8
-74.57,41.71
-74.5,41.6
-74.89,41.8
-74.94,41.523
-73.64,43.31
-73.63,43.28
-73.7,43.4
-73.72,43.74
-73.5,43.2
-73.88,43.48
-74.035,43.622
-74.3,43.9
-73.6,43.6
-73.71,43.69
-73.4,43.1
-73.8,43.6
-73.5,43.6
-73.4,43.46
-73.9,43.3
-73.41,43.17
-73.71,43.53
-73.5,43.4
-73.6,43.2
-73.7,43.2
-73.3,43.4
-73.85,43.14
-73.5,43.1
-74,43.3
-73.55,43.74
-73.3,43.5
-73.4,43.34
-73.54,43.34
-73.507,43.643
-74.3,43.7
-74,43.6
-73.63,43.49
-73.7,43.4
-73.8,43.3
-74.6,43.9
-73.3,43.45
-74,43.1
-74.1,43.9
-74.1,44
-74,43.6
-73.8,44
-74.06,43.74
-73.9,43.8
-73.66,43.87
-73.92,43.18
-73.8,43.72
-73.42,43.75
-73.9,43.65
-73.93,43.06
-74.3,43.8
-73.3,43.2
-73.8,43.1
-73.7,43.9
-73.6,43.1
-73.72,43.88
-73.32,43.12
-73.56,43.68
-74,43.4
-73.5,43.9
-73.5938,43.0882
-73.8,43.5
-73.92,43.65
-73.4,43.6
-73.5,44.7
-73.47,44.65
-73.6,44.9
-73.47,44.52
-73.8,44.4
-74,44.4
-74.6,44.9
-74.5,44.8
-74.2,44.9
-73.7,44.7
-73.44,44.96
-74.1,44.8
-73.45,44.88
-74.7,44.3
-73.95,44.94
-73.6,44.47
-74.32,44.95
-74.84,44.24
-73.5,44
-73.716,44.721
-74.54,44.74
-73.6,44.2
-73.9,44.8
-73.9,44.9
-73.8,44.9
-73.4,44.27
-74.49,44.95
-74.19,44.42
-73.7,44.3
-73.8,44.2
-73.8,44.2
-73.5,44.4
-74.2,44.3
-74,44.2
-73.6,44.3
-73.93,44.71
-74.3,44.7
-73.95,44.78
-73.51,44.09
-74.57,44.84
-73.59,44.96
-73.69,44.96
-73.54,44.02
-73.57,44.05
-73.6,44.7
-73.64,44.12
-74.68,44.71
-74.4,44.8
-74.7,44.8
-74.1,44.7
-74.3,44.5
-73.6,44.6
-74.57,44.24
-73.48,44.05
-73.409,44.526
-74.17,44.48
-74.09,44.3
-73.8,44.62
-73.38,44.98
-74.5,44.6
-73.8,44.6
-74.3,44.4
-73.7,44.6
-74.4,44.3
-73.77,44.35
-74.1,44.5
-73.5,44.8
-73.5,44.2
-73.42,44.38
-73.8,44.4
-73.57,44.09
-76.1,42.8
-76.6,42.9
-76.6,42.9
-76.65,42.74
-76.4,43.2
-75.9,43.3
-76.15,43.22
-75.96,43.16
-76.3,43.05
-75.8,43.1
-76.6,43.2
-76.7,42.9
-75.8,42.9
-76.2,43.3
-75.9,43.1
-76.07,43.18
-75.9,42.6
-76.2,43.19
-75.83,43.27
-76,43.3
-76.2,42.6
-75.93,42.9
-75.9,42.7
-76.27,42.48
-75.67,43.16
-76.05,43.09
-76.41,43.02
-75.75,42.84
-76.386,42.486
-75.97,42.86
-76.7046,43.3163
-76,43.04
-76.4,42.5
-76.4,43.3
-76.54,42.67
-75.77,42.76
-76.4,42.6
-76.5,43.3
-76.16,43.36
-76.2,42.7
-76.06,42.97
-76.47,43.09
-76.62,42.67
-75.95,43.1
-76,43.6
-76.1,42.9
-76.2,42.7
-76.2,43.11
-76.21,43.15
-76.4,42.7
-76.07,42.6
-76.291,42.551
-76.113,43.324
-76,43
-76.33,42.97
-76.29,42.88
-76.62,43.26
-76.41,43.1
-76.532,43.165
-76.2,43.5
-76.481,43.402
-76.01,43.07
-76.703,43.01
-76.4,42.7
-76.18,42.95
-75.85,42.83
-75.749,43.23
-75.82,42.65
-76.5,43.4
-76.08,43.43
-76.25,43.26
-75.67,42.93
-76.34,43.26
-75.84,42.59
-76.014,42.9
-76.7,43.1
-76.2,42.8
-76.1,43.6
-76.7,43.2
-75.98,43.57
-76.12,43.65
-76.8,43.1
-76.57,42.77
-76.8,42.9
-76.4,42.9
-76.457,42.99
-75.77,42.66
-76.67,43.34
-75.7276,43.2028
-75.99,42.72
-76.1,42.8
-76.65,42.82
-75.7297,43.1911
-75.711,43.081
-76.31,43.09
-76.9,42.9
-76.55,43.08
-76,43.3
-76.15,43.04
-76.14,43.06
-76.19,43.05
-76.14,43.01
-76.11,43.07
-76.17,43.01
-76.15,43.07
-76.25,43.09
-76.13,43.03
-76.13,43.11
-76.13,43.13
-76.07,43.04
-76.23,42.97
-76.22,43.05
-76.1,43.03
-75.22,43.43
-75.97,43.5
-75.5,43.4
-75.16,43.24
-75.426,43.8863
-75.6,43.2
-75.3,43.5
-75.57,42.89
-75.291,43.689
-75.251,42.876
-75.354,42.816
-75.1,42.7
-75.8,43.4
-74.6,42.9
-75.26,42.92
-75.27,43.03
-74.8,42.8
-75.372,43.091
-75.21,42.96
-75.39,43.04
-74.9,43.4
-75.5,43.6
-74.9,42.7
-75.3,43.9
-75.42,42.98
-74.7,43.1
-74.9,43.9
-75.6,42.8
-74.83,42.84
-75.65,42.84
-75.3,42.7
-74.99,42.75
-75,43.5
-74.7,42.9
-75.1,43
-75.38,43.05
-75.19,42.65
-75.3,43.7
-75.2,43.7
-75.54,42.82
-75.1,42.7
-74.98,43.07
-75.114,43.313
-74.747,43.372
-75.3,43.3
-75.42,42.82
-75.08,42.97
-74.7,43.7
-74.9,42.9
-75.49,42.96
-75.51,43.33
-75.252,42.81
-74.9,43.1
-75.5,43.8
-75.33,43.64
-75.5,42.9
-75.27,43.17
-75.471,43.735
-74.89,43.14
-74.9,43
-75.7,42.9
-75.59,42.98
-74.54,42.92
-75.3,42.6
-75.27,43.06
-75.19,42.6
-74.96,43.19
-75.29,43.1
-75.38,42.84
-75,43.9
-75.6,43.1
-75.36,43.15
-75.48,42.96
-74.55,42.92
-75.1,43.2
-75.3,43.6
-75.152,43.304
-74.63,43.765
-75.8,43.6
-75.1,43.3
-75,42.9
-75.5,43.2
-75.41,43.22
-74.81,42.71
-74.6,43
-74.75,43.18
-75.26,43
-74.58,42.78
-75.5,42.7
-75.6,43.07
-75.63,42.67
-74.86,42.85
-75.3,43.22
-74.7,43.2
-75.6,43.4
-74.992,43.699
-75.44,43.65
-74.86,42.87
-75.51,43.09
-75.52,43.03
-75.59,43.15
-75.4,42.9
-75.82,43.39
-75.65,42.83
-75.3,42.8
-75.35,43.34
-74.76,42.68
-75.53,43.47
-75.42,43.12
-75.2,42.9
-75.32,43.12
-75.9,43.4
-75.16,43.54
-75.28,43.11
-75.23,43.08
-75.2,43.2
-75.9,44
-75.74,44.06
-75.81,44.04
-76.1,43.8
-76,43.87
-75.93,44.32
-75.5,44.4
-75.77,43.99
-74.7,44.9
-75.69,44.54
-75.984,44.005
-75.86,44.03
-75.2,44.6
-76.3,44.1
-75.6,44
-75.46,43.89
-75.1,44.8
-76.1,44.1
-75.769,44.479
-76.1,44.2
-74.9,44.5
-75.7,43.8
-75.683,44.038
-75.3,44.5
-75.48,44.5
-76.1,44
-75.27,44.3
-76.12,43.74
-75.8,44.1
-75.75,44.02
-75.12,44.25
-75.98,44.33
-76.007,44.277
-75.5,44.3
-75.7181,44.034
-75.7,44.5
-74.969,44.607
-75.3,44.2
-76.2,43.8
-76.2,43.86
-75.2,44.4
-75.5,44.6
-74.65,44.98
-76,44.2
-75.3,44.7
-75.9,43.7
-75.1,44.8
-76.1,43.7
-74.9,44.9
-75.64,44.59
-75.5,44.1
-74.989,44.211
-74.9,44.8
-75,44.8
-75.5,44.7
-75,44.2
-74.7,44.5
-75.7,44.2
-76.06,43.736
-75.83,44.29
-74.9,44.6
-75.185,44.516
-74.9,44.8
-75.7,44.3
-75.4,44.6
-75.37,44.43
-75.91,43.85
-75,44.4
-76.2,43.9
-74.8,44.5
-75.1,44.1
-75.8,44.2
-76.026,44.288
-76.25,44.03
-75.17,44.85
-74.924,44.136
-74.89,44.72
-74.8,44.8
-75.5,42.2
-74.8,42.1
-76.17,42.05
-75.5,42.3
-76.41,42.08
-76.2,42.3
-74.8,42.37
-74.75,42.27
-76.4,42.2
-75.89,42.26
-75.8,42.3
-75.81,42.05
-74.83,42.48
-74.88,42.46
-74.9,42.2
-74.9,42.3
-75.4,42.1
-75,42.1
-75.1,42
-74.9,42.4
-76.1,42.1
-75.17,41.98
-75.2,42.3
-75.34,42.45
-76,42.24
-75.7,42.3
-75.47,42.41
-75,42.2
-75.3,42
-76.2,42.4
-74.71,42.45
-75.7,42.2
-74.64,42.35
-76,42.16
-76.015,42.399
-75.79,42.06
-75.16,42.54
-76,42.3
-75.8,42.5
-76.06,42.24
-76.1,42.5
-75.37,42.2
-74.98,42.38
-74.99,42.6
-75.26,42.52
-75.4,42.4
-75.11,42.6
-76.2,42.2
-76.37,42.04
-75.53,42.17
-75.6,42.5
-75.1,42.5
-75.2,42.4
-75.64,42.1
-76.3,42.1
-75.6,42.4
-75.66,42.65
-75.77,42.2
-74.96,42.54
-76.2,42.4
-75.39,42.29
-75.3,42.2
-75.84,42.42
-74.73,42.38
-75.4,42.5
-75.7,42.6
-76.4,42.08
-75.04,42.36
-75.3,42.2
-75.3,42.3
-76.03,42.06
-75.2,42.2
-75.25,42.38
-75,42.5
-75.13,42.48
-75.9,42.3
-75.91,42.45
-76.39,42.3
-75.6,42.1
-75.9,42.2
-75.88,42.16
-75.9,42.05
-75.8,42.1
-76,42.2
-78.5,43
-78.5,42.9
-78.27,42.92
-79.03,42.63
-78.63,43.31
-78.4,42.6
-78.3,42.8
-78.54,43.33
-78.4,43.08
-78.2,43
-78.2,42.6
-78.72,42.62
-78.69,42.94
-78.72,43.31
-78.5,42.57
-78.61,43
-78.63,43.05
-78.69,42.66
-78.88,42.5
-78.87,42.49
-78.39,42.97
-78.47,42.81
-78.17,42.84
-78.39,42.89
-78.98,42.4
-78.5,42.5
-78.71,42.89
-79,42.69
-79.3,42.5
-78.7,43.04
-78.6,42.8
-78.12,42.9
-78.61,42.55
-78.88,42.64
-78.17,43.1
-78.63,42.83
-78.31,42.43
-79.088,42.593
-79.2,42.4
-79.3,42.4
-78.3,42.5
-78.2,42.6
-78.6,43.2
-78.77,43.03
-78.64,42.61
-78.9,42.4
-78.96,43.01
-78.8,42.7
-78.55,42.64
-79.06,42.56
-78.39,42.66
-78.93,42.71
-78.64,42.91
-78.9,42.5
-78.99,43.17
-78.7,43.2
-78.38,43.32
-78.54,42.39
-78.56,42.84
-78.4,43.2
-78.5,43.2
-78.72,43.26
-79.038,43.138
-78.9,42.6
-78.945,42.698
-78.34,42.66
-78.82,43.07
-78.27,43.09
-78.72,43.34
-78.7,42.7
-79,42.48
-78.2,42.6
-78.9,43.24
-78.87,43.15
-78.51,42.53
-79.237,42.4849
-79.17,42.53
-79.1,42.4
-78.54,42.71
-78.7,42.5
-78.08,42.98
-78.42,42.73
-78.88,42.99
-78.31,42.74
-78.991,42.52
-78.532,42.768
-78.67,42.69
-78.6,42.4
-78.83,43.27
-78.476,42.532
-79,43.24
-78.89,42.89
-78.89,42.89
-78.87,42.87
-78.87,42.88
-78.81,42.88
-78.9,42.94
-78.85,42.91
-78.87,42.92
-78.83,42.86
-78.82,42.91
-78.82,42.89
-78.89,42.92
-78.84,42.94
-78.81,42.93
-78.87,42.95
-78.88,42.98
-78.82,42.83
-78.83,42.79
-78.82,42.85
-78.73,42.99
-78.88,42.92
-78.85,42.97
-78.75,42.84
-78.75,42.93
-78.79,42.98
-78.75,42.89
-78.78,43.04
-78.793,43.001
-79.04,43.1
-79.056,43.095
-79.04,43.09
-78.96,43.1
-79.02,43.11
-78.2,43.2
-77.74,42.89
-77.023,42.757
-78,43.1
-77.22,42.61
-77.9,43.2
-78.07,43.08
-77.8,42.9
-77.3,42.8
-77.32,42.99
-78.05,42.63
-77.9,43.1
-77.1,43
-76.9,43.1
-77.67,42.72
-77.7,42.6
-76.96,42.71
-77.49,43.11
-77.43,43.1
-77.8,42.8
-77,42.9
-77.75,42.68
-77.93,43.32
-77.59,42.77
-77.61,43.04
-77.8,43.3
-77.47,42.87
-78.1,43.2
-77.5,42.8
-77.6,43
-77.5,42.93
-78.04,43.33
-78.14,43.33
-77.12,42.57
-78.31,43.24
-77.7,42.83
-77.91,42.74
-78,43
-77.6,42.88
-77.92,42.89
-77.62,42.81
-77,43.1
-77.3,43.1
-77.23,42.97
-77.17,43.16
-77.5,43
-77.3,42.7
-77.9,42.7
-77.863,42.991
-77.4,42.7
-77.1,43.1
-77.8,43.09
-76.92,43.21
-77.9,42.6
-77.31,43.23
-76.8,42.7
-77.23,43.06
-78,42.9
-77.43,43.15
-77.1,42.6
-77.631,42.538
-78,42.7
-77.02,42.96
-77.89,42.84
-77.53,43.06
-78.08,42.54
-77.151,43.038
-77.88,42.834
-76.84,42.76
-76.877,43.153
-77.68,42.99
-77.24,42.76
-77.711,42.667
-77.78,43.04
-77.23,42.98
-78,42.7
-78.1,42.68
-77,43.2
-76.98,43.26
-77.82,43.19
-77.6,42.7
-77.1,42.8
-77.42,42.98
-77.29,43.14
-78.2,42.7
-78.25,43.34
-77.6,42.6
-77.45,43.22
-77.553,42.905
-77.69,43.05
-76.8,42.7
-77.17,43.24
-76.8,43.2
-78.1,42.83
-77.89,42.84
-77.605,43.157
-77.6,43.17
-77.69,43.17
-77.59,43.15
-77.62,43.15
-77.56,43.18
-77.55,43.15
-77.64,43.14
-77.67,43.25
-77.64,43.18
-77.615,43.156
-77.65,43.21
-77.66,43.23
-77.59,43.23
-77.56,43.11
-77.65,43.14
-77.61,43.13
-77.6,43.2
-77.56,43.22
-77.65,43.09
-77.74,43.13
-77.51,43.15
-77.72,43.21
-77.63,43.129
-79.3,42.1
-78.5,42.1
-78.068,42.082
-78.05,42.01
-78,42.3
-79.4,42.1
-78.14,42.33
-79.37,42.17
-78.24,42.29
-78.2,42.1
-79.44,42.39
-78.18,42.36
-79.28,42.34
-78.9,42.3
-79.278,42.109
-78.27,42.02
-79.468,42.209
-79.14,42.31
-79.7,42.1
-79.03,42.26
-78.3,42.2
-79.41,42.29
-78.74,42.4
-78.7,42.3
-79.1087,42.217
-79.18,42.14
-78.1,42.5
-79.74,42.13
-78.4,42.3
-79,42.1
-78.2,42.2
-79.18,42.22
-78.6,42.2
-79.31,42.118
-78.4,42.2
-78.2,42.43
-79.09,42.15
-78.64,42.13
-79.32,42.08
-79.324,42.352
-78.6,42.1
-78.2,42.03
-78.8,42.2
-79.424,42.197
-79.5,42.2
-78.4,42.1
-79.5,42.1
-79.48,42.38
-78.3,42.06
-78.9,42.2
-78.153,42.085
-79.7,42.2
-78.25,42.39
-78.477,42.078
-78.8,42.2
-79.6,42.2
-79.3,42.3
-78.901,42.107
-79.39,42.32
-79.6,42.3
-78.4,42.1
-77.3,42.1
-77.79,42.25
-77.8,42.25
-77.8,42.3
-76.7,42.4
-77.8,42.1
-77.7,42.4
-77.46,42.57
-77.4,42.4
-77.4,42.4
-77,42.3
-78,42.2
-76.95,42.16
-77.1,42.37
-76.73,42.19
-76.35,42.37
-76.81,42.44
-77.44,42.21
-77.38,42.19
-77.2,42.2
-77.8,42.4
-77.6,42.2
-76.7,42.26
-76.61,42.06
-77.5,42.5
-77.14,42.181
-77,42.1
-77.9,42.5
-77,42.5
-76.67,42.18
-77.6,42.1
-77.2,42.5
-76.84,42.52
-76.96,42.59
-77.6,42.3
-76.8,42.2
-78.01,42.54
-76.73,42.6
-76.5,42.4
-76.48,42.45
-76.7,42.5
-77.51,42.15
-77.4,42.4
-77.1,42
-76.53,42.12
-76.83,42.59
-76.7,42.1
-76.84,42.28
-76.84,42.35
-76.6,42.3
-76.77,42.37
-77.1,42.2
-76.9,42.1
-76.87,42.24
-77.3,42.5
-77.16,42.54
-77.69,42.07
-76.95,42.45
-77.2,42.3
-78,42.2
-76.34,42.4
-76.6,42.6
-76.5,42.2
-77.89,42.48
-77.56,42.05
-76.7,42.5
-76.55,42.2
-77,42.4
-76.55,42.06
-77,42.5
-76.76,42.03
-77.9,42.1
-77.79,42.04
-77.43,42.07
-76.7,42.1
-76.87,42.12
-76.8,42.07
-76.84,42.09
-80.4,35.9
-80.59,36.38
-80.08,36.22
-80.69,36.21
-80.37,36.01
-80.7,35.8
-80.6,35.9
-80.22,36.45
-80.8,36.4
-80.5,36.2
-80.2,36.3
-80.8,36.1
-80.34,36.32
-80.23,36.53
-80.44,36.09
-80.83,36.52
-80,36.4
-79.98,36.45
-80.6,35.9
-80.6,36.5
-80.38,36.17
-80.5,36.4
-80.06,36.33
-80.5,36.3
-80.3,36.24
-80.09,36.48
-80.58,36.32
-79.9,36.5
-80.4,36.24
-80.16,36.18
-80.2,36.3
-80.4,36.5
-80.61,35.79
-80.6,36.1
-80.2,36.12
-80.32,36.06
-80.32,36.1
-80.24,36.16
-80.33,36.15
-80.2,36
-80.2,36.12
-80.224,36.09
-80.29,36.02
-79.5,36
-79.77,35.74
-79.8,35.6
-79.4,35.6
-79.54,35.58
-79.8,35.3
-79.28,36.46
-79.7,36.2
-79.5,36
-79.4,36.2
-79.8,35.2
-79.17,36.2
-79.7,35.89
-80,36.1
-80.1,35.6
-79.64,35.33
-79.2,36.1
-79.5,36.2
-79.72,35.78
-79.6,36.2
-79.35,35.56
-79.3,36
-79.32,36.04
-79.99,35.96
-80.04,35.95
-79.95,35.91
-80,36
-79.1,36.1
-79.6,35.2
-79.93,36
-79.63,35.95
-80.1,36.1
-79.7,36.5
-79.17,36.4
-80.2,35.7
-80.3,35.9
-79.6,35.9
-80.39,35.76
-79.7,36.1
-79.3,36.1
-79.2,36.5
-80,35.2
-80,36.17
-79.47,36.46
-79.2,35.8
-79.75,35.93
-79.2,36.29
-79.38,36.5
-79.6,35.7
-79.8,35.8
-79.7,36.3
-79.5,35.5
-79.6,36.4
-79.2,35.5
-79.1,35.4
-79.3,36
-79.7,35.5
-79.1,36.5
-79.4,35.7
-79.4,35.9
-79.9,35.8
-79.57,35.79
-79.8,35.4
-79.98,36.27
-79.9,36.2
-80.1,35.9
-80,35.8
-80,35.4
-79.53,35.25
-79.61,36.04
-79.3,36.4
-79.77,36.07
-79.82,36.06
-79.74,36.12
-79.8,36
-79.87,36.01
-79.82,36.1
-79.94,36.11
-79.89,36.12
-79.82,36.18
-78.7,35.5
-78.9,35.7
-78.88,36.15
-78.5,35.4
-79,35.4
-78.5,36.5
-78.25,35.96
-78.77,36.13
-79.08,35.91
-78.78,35.76
-78.8,35.8
-79.04,35.97
-79.2,35.9
-79,35.8
-78.77,35.73
-78.89,35.81
-78.5,35.6
-78.66,35.41
-78.7,36.1
-78.9,35.8
-78.4,35.4
-78.5,36.1
-78.8,35.5
-78.38,35.66
-78.6,35.7
-78.1,35.4
-77.97,35.35
-77.9,35.4
-78.41,36.33
-78.4,36.4
-78.8,35.7
-78.87,35.61
-79.1,36.3
-78.1,35.6
-78.5,36.2
-78.47,35.8
-78.9,35.4
-78.2,36.1
-78,36.4
-78.31,36.48
-78.2,35.6
-78.324,36.398
-78.2,35.8
-79.1,35.6
-78.83,35.87
-79,35.6
-78.2,36.4
-78.6,36.3
-78.2,35.6
-78.2,35.4
-78.46,35.92
-78.9,36.3
-78.98,36.4
-78.9,36.4
-78.2,35.6
-78.4,35.5
-78.73,36.21
-78.7,36.4
-78.9,36.3
-78.6,36
-78.1,36.4
-78.4,35.8
-78.66,35.57
-78.5,36
-78.3,35.8
-78.63,35.77
-78.7,35.7
-78.56,35.82
-78.65,35.79
-78.72,35.74
-78.71,35.81
-78.65,35.81
-78.63,35.84
-78.5,35.7
-78.72,35.85
-78.72,35.93
-78.61,35.95
-78.63,35.9
-78.54,35.87
-78.77,35.9
-78.9,35.99
-78.8,35.94
-78.8,36
-78.98,36.03
-78.95,35.95
-78.86,35.9
-78.91,36.09
-78.92,35.89
-77.7,35.9
-77.87,35.9
-77.85,35.99
-77.1,36.2
-76.8,35.3
-78.08,35.8
-76.77,35.47
-77.8,36
-76.5,35.5
-77.4,35.8
-77.934,35.635
-76.9,35.4
-78.1,36.1
-77.1,35.4
-77,36.5
-77.459,35.816
-77.24,36.41
-76.87,35.33
-77.9,35.8
-77.7,36.2
-76.1,35.5
-77.1707,35.8347
-76.2,35.5
-77.513,35.699
-77.6,35.6
-77.6,35.7
-78,35.6
-77.5,36.5
-77.72,36.51
-77.4,35.7
-77.2,35.5
-77.6,36.3
-77.22,35.94
-77.276,35.908
-77.86,36.52
-77.4,36
-78,36.3
-77.4,36.4
-76.9,35.8
-77.18,36.18
-77.2,36.1
-77.9,36.4
-78.03,35.64
-77.6,35.8
-77.3,36.5
-77.1,36.4
-78,36
-77.3,36
-77.3,35.5
-76.7,35.7
-77.3,35.8
-77.2,36.5
-78,35.5
-77.65,35.81
-76.8,35.6
-77.54,36.51
-77.3,36.3
-77.71,36.43
-77.2,35.8
-77.24,36.2
-77.8,35.6
-77.4,36.1
-76.49,35.45
-77.39,36.49
-77.832,35.861
-77.275,35.571
-78.08,35.74
-77.457,35.818
-78.1,35.9
-77.8,35.6
-77.28,35.71
-76.3,35.4
-77.5,35.9
-77.7,35.6
-77,35.6
-77.59,36.42
-77.8,36.1
-77,35.8
-77.9,35.7
-77.98,35.79
-77.21,36.32
-76.3,36.3
-77,36.3
-75.51,35.35
-75.92,36.33
-75.99,36.36
-76.51,36.32
-75.53,35.26
-76.2,36.3
-76.84,36.32
-75.94,36.36
-76.8,36.2
-76.2,35.8
-76.59,36.5
-75.8,36.4
-76.5,35.8
-76,36.43
-76.6,36.1
-76.86,36.43
-75.6,35.2
-76.8,36.5
-76.73,36.4
-75.88,36.23
-75.81,36.09
-76.78,36.3
-75.69,35.22
-76.4,36.2
-76.6,36.3
-75.85,36.18
-75.69,36.02
-75.7,36.1
-76,36.5
-75.9,35.8
-75.68,35.91
-76.01,36.4
-76.77,36.06
-76.2,36.5
-75.6,35.9
-75.9,35.1
-76.7,35.8
-75.8,36.09
-75.91,36.28
-75.83,36.12
-76.933,36.228
-75.6,35.5
-76.5,35.9
-75.5,35.51
-76.1,36.4
-76.01,36.23
-76.3,36.5
-75.8,35.7
-76.6,36.4
-76.62,36.24
-75.64,35.85
-75.464,35.577
-76.9,36
-76.4,36.2
-76.92,36.39
-80.2,35.3
-81.09,35.41
-80.1,35.1
-80.2,35.3
-81.04,35.22
-81.3,35.3
-81.6,35.2
-81.8,35.5
-81.8,35.4
-81.64,35.53
-81.4,35.4
-80.59,35.57
-80.5,35.4
-80.7,35.4
-80.89,35.47
-81.08,35.24
-81.34,35.42
-81.18,35.35
-80.8,35.48
-81.04,35.5
-80.434,35.683
-81.8,35.4
-81.9,35.3
-81.24,35.23
-81.15,35.26
-81.1,35.2
-80.32,35.51
-80.4,35.6
-81.47,35.2
-80.64,35.3
-81.9,35.3
-81.2,35.409
-80.9,35.4
-80.6,35.1
-81.11,35.45
-80.68,35.49
-80.57,35.49
-81.4,35.3
-80.62,35.54
-81.655,35.32
-81.6,35.5
-79.9,35
-81.3,35.5
-80.4,35.3
-81.1,35.27
-81.075,35.256
-80,34.9
-80.3,35
-80.7,35.1
-80.7,35.11
-80.52,35.24
-80.7,34.9
-80.3,35.5
-80.5,35.1
-80.5,34.9
-81.7,35.3
-80.8,35.6
-80.89,35.57
-80,34.9
-81.01,35.33
-80.4,35.4
-80.71,35.66
-80.2,35.5
-80.2,35.2
-80.32,35.24
-80.2,35
-80.9,35.08
-80.2,35.1
-80.3,35.5
-80.45,35.52
-82,35.3
-80.45,35.71
-80.4,35.6
-80.6,35.7
-81.6,35.4
-81.6,35.2
-80.43,35.69
-81.93,35.36
-80.44,35.21
-81.05,35.38
-80.88,35.68
-82,35.5
-81.4,35.6
-81.428,35.365
-80.1,35
-80.7,34.9
-80.4,35
-80.84,35.23
-80.86,35.21
-80.83,35.22
-80.79,35.22
-80.82,35.25
-80.82,35.2
-80.91,35.24
-80.85,35.18
-80.85,35.13
-80.79,35.17
-80.75,35.19
-80.73,35.28
-80.96,35.28
-80.69,35.25
-80.9,35.31
-80.92,35.17
-80.83,35.11
-80.64,35.18
-80.74,35.33
-80.79,35.34
-80.76,35.11
-80.93,35.12
-80.81,35.05
-81,35.1
-80.84,35.23
-78.89,35.07
-78.96,35.09
-78.99,35.02
-78.91,35.06
-78.9,34.9
-79,35.16
-79.01,35.17
-79.04,35.12
-78.9,35.17
-78.7,35
-79.02,35.07
-79.4,35.1
-78.6,35
-78.8,34.6
-78.8,35.3
-78.1,35.2
-79.2,35.3
-79.4,35.4
-78.3,35
-79.8,34.9
-78.727,34.658
-78.01,35.28
-78.6,35.3
-78.6,34.7
-79.8,35.1
-78.73,35.32
-79.2,34.4
-78.2,35.1
-78.6,35.2
-79.58,34.77
-78.6,35.2
-79.7,34.9
-79.56,35.03
-78.92,34.93
-77.93,34.98
-79.303,35.245
-79.6,34.8
-79.5,34.8
-78.8,35.2
-79.08,34.91
-79,34.6
-79.1,34.7
-79.5,35
-79.3,34.7
-78.1,35.2
-78.4,35.2
-79.8,35.1
-79,34.4
-78.99,34.91
-79.17,34.7
-79.51,35.09
-79.47,35.2
-79.038,34.479
-79.2,35.1
-79.2,34.8
-79.8,34.9
-78.5,35
-79.3,34.6
-79,34.8
-78.5,35.1
-79.1,34.8
-79.38,35.17
-79,35.2
-78.7,35.02
-78.8,34.8
-78.2,35
-79.2,35.2
-78.7,35.1
-79.4,34.9
-78.1,35
-78.7,34.7
-77.97,34.26
-77.87,34.22
-77.86,34.27
-77.86,34.13
-77.79,34.3
-77.92,34.13
-78.5,34.1
-78.19,34.51
-78.2,34
-78.4,34.3
-78.6,34.3
-77.9,34.6
-77.9,34.04
-77.9,34.34
-78.93,34.3
-78.9,34.3
-78.8,34.17
-78.7,34.5
-78.5,34.5
-78.1,34.4
-78.28,34.28
-78.9,34.4
-79.02,34.28
-78.4,34.8
-78.6,34.3
-77.6,34.4
-78.3,34.7
-77.5,34.5
-78.3,34.6
-78.3,34.5
-77.92,33.97
-78.5,34.3
-78.1,34.2
-78.55,33.98
-78.1,34.9
-77.7,34.6
-78.6,34.1
-78.3,34.4
-77.9,34.5
-78.1,34.8
-77.43,34.52
-78,34
-78.3,34
-78.8,34.1
-78.01,34.78
-78.1,33.9
-77.9,34.8
-78.59,33.91
-78.5,33.9
