"lng","lat"
-81.1,31.9
-81.13,32.08
-81.2,32
-82.36,31.24
-82.4,31.1
-82.5,31.6
-83,31.6
-82.3,31.8
-82.2,31.3
-82.17,31.51
-82.9,31.7
-81.48,31.18
-81.4,31.2
-81.6,31.2
-81.5,31.3
-81.45,31.07
-82.7,31.7
-82.8,31.5
-82.8,31.5
-82,30.9
-82.6,31.8
-82.2,31.1
-81.8,31.4
-82.9,31.9
-82,31.7
-81.8,31.5
-81.54,30.79
-81.7,30.8
-82.8,31.9
-82.6,31.1
-82.3,31.5
-82.6,31.3
-82,31.2
-82.6,31.5
-82.1,31.7
-82.1,31.4
-82.1,31.4
-81.5,30.8
-82,31.5
-81.35,31.19
-82.2,30.7
-82.2,31.7
-81.7,31.1
-81.8,31.2
-82.7,31.62
-81.8,31
-81.6,30.9
-83.4,30.8
-83.3,30.9
-83.23,30.95
-83.2,30.8
-83.4,31.1
-83.2,31.4
-82.63,31.05
-82.7,31.3
-83.53,31.01
-83.8,30.8
-83.4,31.1
-83.7,30.8
-82.9,30.9
-82.5,30.8
-83.4,31
-82.7,31
-83.1,31.1
-83.1,30.7
-83.4,31.3
-83.5,30.92
-83.2,31.2
-83.1,30.9
-82.9,31.3
-83.6,30.8
-83.23,31.06
-83.42,31.2
-82.9,30.7
-83,30.92
-83,31.3
-83.288,30.866
-83.2,30.97
-84.15,31.58
-84,31.5
-84.21,31.59
-84.1,32
-84.12,32.19
-83.7,31.8
-83.7,31.7
-84.1,31.4
-84.3,32
-83.739,30.893
-84.3,31.5
-83.623,31.069
-84.3,31.2
-83.5,31.6
-83.98,31.97
-83.87,31.01
-84,31.9
-83.9,31.3
-83.587,31.177
-83.33,31.4
-83.2,31.7
-83.96,31.18
-83.9,30.9
-84.1,31.7
-84.1,32
-84,31.1
-83.8,31.2
-83.6,31.3
-83.96,31.72
-84.1,31
-83.3,31.6
-83.61,31.34
-83.7,31
-84.2,31.1
-84.4,32
-83.8,31.5
-83.5,31.8
-84.05,31.25
-84.2,31.9
-83.7,31.1
-83.7,31.5
-83.56,31.65
-83.9,31.5
-84.1,30.8
-83.6,31.5
-83.4,31.4
-83.68,31.48
-83.9,31.8
-83.1,31.6
-84.6,32.5
-84.5,32.3
-84.9,32.65
-84.75,32.29
-84.3,32.3
-84.83,32.65
-85.01,32.64
-84.6,32.5
-85,32.8
-84.45,32.62
-84.9,32.1
-84.9,32
-84.61,32.88
-84.84,32.55
-84.9,32.1
-84.9,32.8
-84.82,32.81
-84.5,32.1
-84.7,32.1
-84.69,32.79
-84.5,32.7
-84.8,32.5
-84.73,32.89
-84.7,32.7
-84.6,31.97
-85.1,32.8
-84.5,32.8
-84.98,32.47
-84.95,32.41
-85.01,32.54
-84.8,32.4
-84.95,32.47
-84.87,32.48
-84.92,32.54
-84.74,31.46
-84.47,30.75
-84.6,30.9
-84.6,30.9
-84.9,31.3
-84.9,31.6
-84.7,30.9
-84.33,31.82
-84.2,31
-84.2,30.8
-84.4,30.9
-84.9,31.6
-84.7,31.1
-84.8,31.8
-84.7,31.3
-84.4,31.8
-84.9,31
-84.75,31.54
-85,31.7
-85,31.9
-84.8,31
-85,31.2
-84.5,31.5
-84.6,31.5
-85,31.8
-84.4,31.3
-84.5,31.9
-84.348,31.722
-84.6,31.8
-84.3,30.9
-112.4,42.9
-112.5,43
-112.433,43.026
-112.5,42.8
-112.434,42.861
-112.8,43.1
-112.9,42.8
-112.5,42.6
-113.3,43.5
-112.3,42.6
-112.813,43.443
-111.9,42.8
-112.165,43.314
-111.4,42.4
-112.4,43.3
-111.41,42.19
-114,44.5
-114.401,44.259
-112.04,42.22
-112.03,42.14
-111.266,42.22
-112.2,42.4
-114.03,44.68
-111.9,43.2
-111.7,42.1
-111.1,42.3
-111.4,42.5
-111.7,42.5
-112.7,42.2
-113.1,43.9
-112.2,42.9
-112,42.5
-112.2,42.7
-113.9,43.9
-112.5,42.2
-113.9,44.6
-111.3,42.3
-113.3,43.8
-111.5,42.2
-112.7,43.1
-111.8,42.2
-112.8,42.5
-111.44,42.1
-112,43.3
-111.5,42.7
-112.6834,43.0808
-114.8,44.3
-112.01,42.32
-111.7,42.4
-111.3,43.1
-112.01,42.06
-111.4,42.1
-114.5,42.3
-114.9,42.2
-113.6,42.4
-113.62,42.1
-114.3,43.4
-114.9,43
-114.8,42.6
-113.8,42.4
-113.6,43.1
-114.9,42.4
-115,43.4
-113.3,42.5
-114.1,42.9
-114.3,42.6
-114.7,43.5
-114.6,42.6
-114.7,43
-114.9,42.8
-114.3,43.6
-114.3,42.4
-114.1,42.6
-113.8,42.6
-115.05,43.301
-114.3,42.7
-114.6,43.8
-114.4,42.4
-113.4,42.1
-114.1,42.4
-114,42.2
-113.9,42.7
-114.07,43.32
-114,43
-113.6,42.8
-114.4,43
-114.33,43.69
-114.6,43.8
-114.7,42.8
-111.9,43.5
-112.3,43.5
-112.01,43.43
-111.93,43.43
-111.3,44.2
-111.3,44
-111.2,43.8
-112.5,44.2
-111.2,43.9
-112.2,43.9
-111.93,43.53
-111.2,43.4
-111.4,44.6
-112.03,43.69
-111.328,44.497
-112,43.8
-112.5,43.9
-111.5,43.9
-111.7,43.8
-111.9,43.7
-111.6,43.4
-112.3,43.7
-111.6,44.3
-112.1,44.4
-111.69,43.85
-111.36,43.44
-112.4,43.8
-111.64,43.85
-111.2,43.8
-111.6,43.5
-111.2,43.6
-111.782,43.818
-113.9,45.3
-114,45.6
-113.3,44.6
-113.57,44.88
-114,45.4
-113.8,44.8
-113.64,44.97
-114.4,45.1
-116.9,46.2
-116.35,46.51
-116.5,45.9
-116.5,46.2
-116.7,46.4
-115,46
-116.43,46.14
-116.1,45.9
-116.24,46.12
-116.8,46.5
-116,46.2
-116.5,46.6
-115.8,46.2
-116.8,46.3
-116.4,46.6
-116.3,45.5
-116.2,46.3
-115.5,46.6
-116.4,46.4
-115.8,46.5
-116.3,45.32
-116.49,46.33
-116.1,45.4
-115.9,46
-115.8,46.4
-116.2,45.6
-116.7,46.2
-115.3,43.8
-116.15,44.08
-115.5,42.5
-116.65,43.66
-116.7,43.6
-116.7,44.6
-115.7,44.5
-116.6,44.9
-116.05,44.67
-116.4,43.8
-116.5,44
-116.91,43.98
-115.9,44.1
-115.3,43
-116.4,42.6
-116.83,43.67
-115.6,43
-116.9,43.6
-116.2,43.9
-115.8,43.9
-116.3,44.5
-115.2,43
-116.3,43.3
-116.56,43.83
-115.3,44.1
-115.9,44.9
-116.9,43.5
-116.6,43.4
-116.4,43.6
-116.3,44.7
-116.58,43.74
-116.6,44.4
-116.43,43.65
-115.5,43.4
-115.86,43.05
-116.6,43
-116.6,43.6
-116.3,45
-116.8,43.9
-116.8,43.726
-116.3,44.3
-116.9,43.8
-116.7,44.1
-115.99,43.98
-116.51,43.73
-116.3,44
-115.6,45.4
-117,44.5
-116.93,43.65
-115.3,44.8
-116.6,43.5
-116.5,43.6
-116.1,43.7
-116.24,43.66
-116.29,43.63
-116.21,43.56
-116.19,43.6
-116.29,43.56
-116.13,43.63
-116.34,43.63
-116.3,43.7
-115.9,43.5
-116.6,47.9
-115.6,47.3
-116.54,47.97
-117,48
-116.5,48.8
-116.393,46.86
-116.189,47.276
-116.59,48.05
-116.5,47.6
-116.3,48.1
-116.2,47.1
-116.6,48.1
-116.7,47.7
-116.79,47.73
-116.9,48.6
-116.99,48.16
-116.5,46.8
-116.9,47.1
-116.609,48.248
-116.18,48.99
-116.2,46.8
-116.4,47.1
-116.9,46.6
-116.7,47.5
-116.6,47
-116.7,47.8
-116.3,48.3
-116.1,47.5
-116.2,47.6
-116.5,48.3
-116.753,48.167
-116.55,47.45
-116.9,46.7
-116.9,46.7
-116.1,48.7
-115.8,47.5
-116.3,48.6
-116.9,48.7
-116.01,47.51
-116.2,47.4
-116.9,47.3
-116.54,48.3
-116.9,47.7
-116.9,46.9
-116.9,48.3
-116.8,46.9
-116.9,47.8
-116.6,48.1
-116.6,47.3
-116.4,48.4
-116.6,47.2
-115.954,47.495
-116.19,47.52
-116.9,48
-116.9,47.1
-116.7,46.7
-116.97,46.87
-115.6,47.4
-116,47.8
-116.9,47.5
-88.1,42.5
-87.98,42.11
-87.98,42.06
-87.99,42.01
-88.03,42.08
-88.2,42.2
-88.31,42.28
-88.23,42.23
-88.31,42.23
-87.88,42.17
-87.89,42.05
-87.9,42
-88.18,42.39
-88.22,42.19
-87.77,42.13
-87.82,42.08
-87.84,42.09
-87.79,42.059
-88.06,42.34
-87.94,42.38
-88.6,42.4
-88.43,42.45
-87.81,42.19
-87.81,42.21
-88.15,42.38
-88.2,42.28
-87.71,42.09
-87.87,42.29
-87.87,42.24
-88.06,42.41
-88.04,42.21
-87.96,42.29
-88.28,42.34
-88.2,42.3
-87.79,42.04
-87.93,42.06
-88.04,42.27
-87.96,42.24
-87.84,42.12
-87.86,42.32
-88.07,42.1
-87.84,42.02
-87.92,42.2
-87.92,42.11
-88.31,42.45
-88.31,42.41
-88.11,42.34
-88.04,42.13
-87.74,42.03
-87.75,42.04
-88.22,42.45
-87.94,42.44
-88.14,42.27
-87.87,42.35
-87.85,42.41
-87.85,42.31
-87.95,42.17
-87.92,42.13
-87.73,42.08
-87.76,42.11
-87.83,42.48
-88.36,42.39
-88.4,42.3
-87.88,42.46
-88.02,41.93
-88.31,42.16
-88.21,41.98
-87.88,41.88
-87.95,41.96
-88.18,42.02
-88.1,41.95
-88.547,42.052
-88.3,42.13
-88.83,42
-88.69,41.93
-88.9654,41.9316
-88.7,41.9
-88.32,42.11
-88.5,41.9
-88.25,42.02
-88.31,42.03
-88.41,42.04
-87.94,41.89
-88.96,42.04
-87.82,41.87
-87.89,41.93
-88.14,41.98
-88.31,41.89
-88.69,42.11
-88.38,42.11
-88.06,41.86
-88.08,41.92
-88.5,42.1
-87.838,41.858
-88.46,42.18
-88.02,41.97
-88.518,41.84
-88.76,42.11
-88.9,42.1
-88.02,41.88
-88.9,41.9
-88.6,41.9
-88.6,42.2
-87.84,41.88
-87.89,41.85
-87.86,41.86
-88.35,42.18
-88.06,41.98
-87.86,41.9
-87.9,41.86
-87.9,41.88
-87.89,41.92
-87.879,41.902
-88.13,42.05
-87.84,41.92
-88.09,41.98
-88.05,42.04
-88.3,41.93
-88.39,41.94
-87.87,41.96
-88.31,41.99
-88.7,42
-88.52,42.22
-87.98,41.88
-88.26,41.95
-88.21,41.89
-88.11,41.87
-88.13,41.92
-88.12,41.83
-88.16,41.87
-87.98,41.97
-88.18,42.08
-88.09,42.01
-88.1,42.04
-88.08,42.07
-87.68,42.05
-87.69,42.03
-87.718,42.048
-87.798,41.889
-87.79,41.89
-87.78,41.87
-87.82,41.89
-87.62,41.34
-87.78,41.83
-88.11,41.57
-88.22,41.51
-87.68,41.65
-88.27,41.22
-88.22,41.25
-87.55,41.61
-88.23,41.43
-87.6,41.51
-87.78,41.71
-88.27,41.3
-87.6,41.43
-87.6,41.63
-88.4,41.1
-88.11,41.41
-87.68,41.54
-87.84,41.48
-88.3,41.2
-87.61,41.55
-87.65,41.61
-87.68,41.6
-87.68,41.57
-87.66,41.56
-88.22,41.54
-88.03,41.54
-88.04,41.5
-88.12,41.56
-88.14,41.47
-88.55,41.18
-87.55,41.57
-87.97,41.68
-88.08,41.7
-88.05,41.61
-88,41.4
-87.74,41.51
-88.4,41.24
-87.74,41.63
-88.11,41.64
-88.3,41.5
-87.89,41.53
-87.8,41.4
-88.4,41.4
-87.96,41.51
-87.76,41.61
-87.76,41.71
-87.81,41.74
-87.73,41.73
-87.83,41.72
-87.84,41.75
-87.77,41.75
-88.5,41
-87.69,41.52
-87.84,41.62
-87.79,41.66
-87.86,41.66
-87.83,41.7
-87.68,41.48
-87.89,41.6
-87.8,41.3
-87.69,41.63
-88.65,41.17
-87.73,41.48
-87.71,41.64
-87.6,41.6
-88.276,41.173
-87.62,41.48
-87.61,41.57
-87.78,41.57
-87.73,41.56
-88.5,41.2
-87.9,41.72
-88.1,41.3
-87.79,41.69
-87.71,41.44
-87.83,41.57
-88.14,41.67
-87.96,41.6
-87.82,41.78
-88.26,41.8
-88.26,41.71
-88.25,41.75
-88.3,41.76
-88.38,41.76
-88.34,41.84
-88.55,41.76
-88.44,41.7
-87.85,41.83
-87.96,41.8
-88.03,41.81
-88.01,41.76
-88.04,41.73
-88.9,41.6
-88.27,41.79
-88.66,41.79
-87.93,41.8
-87.95,41.84
-87.85,41.78
-87.88,41.83
-87.95,41.74
-88.95,41.8
-88.8,41.6
-88.08,41.79
-87.82,41.81
-88.553,41.6
-88.6,41.56
-88.35,41.72
-88.34,41.83
-88.14,41.77
-88.5,41.5
-88.35,41.8
-88.25,41.69
-88.22,41.62
-88.53,41.68
-87.83,41.84
-88.6,41.6
-88.74,41.48
-88.87,41.78
-88.7,41.5
-88.7,41.67
-89,41.8
-88.46,41.78
-88.18,41.82
-88.8,41.8
-88.9,41.4
-87.9,41.8
-87.97,41.79
-88.4,41.6
-87.99,41.74
-88.17,41.8
-88.2,41.71
-88.11,41.72
-88.22,41.67
-88.24,41.57
-87.62,41.88
-87.628,41.883
-87.629,41.88
-87.625,41.88
-87.62,41.87
-87.637,41.882
-87.65,41.87
-87.68,41.85
-87.66,41.81
-87.64,41.9
-87.61,41.91
-87.69,41.88
-87.65,41.95
-87.65,41.92
-87.6,41.81
-87.62,41.84
-87.55,41.73
-87.7,41.95
-87.61,41.74
-87.66,41.74
-87.64,41.78
-87.69,41.9
-87.72,41.84
-87.72,41.88
-87.7,41.97
-87.67,42.01
-87.62,41.69
-87.7,41.78
-87.76,41.97
-87.82,42
-87.69,41.82
-87.56,41.67
-87.81,41.95
-87.67,41.78
-87.6,41.78
-87.77,41.78
-87.76,41.92
-87.66,41.97
-87.75,41.95
-87.66,41.9
-87.66,41.7
-87.76,41.88
-87.69,42.01
-87.76,42
-87.7,41.92
-87.56,41.77
-87.74,41.9
-87.71,41.75
-87.61,41.82
-87.64,41.89
-87.71,41.7
-87.82,41.97
-87.66,41.94
-87.7,41.99
-87.66,41.98
-87.644,41.883
-87.82,41.97
-87.81,41.92
-87.74,42.01
-87.81,42.03
-87.74,41.67
-87.76,41.84
-87.7,41.72
-87.63,41.65
-87.9,41.1
-87.804,41.077
-88,40.9
-87.6,40.97
-88.07,41.14
-87.9,41.2
-87.86,41.15
-88.21,41.06
-88,40.6
-88.2,41
-88.313,41.025
-88.3,40.7
-87.9,41
-87.9,40.6
-87.821,40.568
-88,40.9
-87.85,40.74
-88.29,40.88
-88,40.8
-87.6,40.89
-87.78,40.47
-88.272,40.463
-88.36,40.97
-88.18,41.17
-88.3,40.5
-88,40.8
-87.7,41.2
-88.1,41
-87.7,40.5
-87.58,40.83
-88.21,40.92
-88.1,40.5
-88.1,40.4
-87.9,41.3
-87.75,40.91
-88.2,40.6
-87.7,40.6
-87.6,41.1
-88,40.7
-88.1,40.5
-87.6,41.06
-88.2,40.8
-87.9,40.4
-88.25,41.11
-88.17,40.63
-87.7,40.4
-87.7,41
-87.6,40.8
-88.1,40.67
-88.146,41.108
-87.7,40.8
-87.65,40.55
-87.731,40.721
-90.11,42.46
-89.2,41.9
-89.61,42.21
-88.8,42.2
-89.26,42.13
-88.9,42.4
-88.8,42.4
-89.635,42.374
-89.9,42
-89.21,42
-88.96,42.2
-89.55,42.41
-89.4,42.4
-89.09,42.11
-89.5,41.8
-89.29,42.43
-90.56,42.46
-89.762,42.334
-90.2,42.3
-89.59,42.12
-89.3,41.8
-89.6,42.3
-90.4,42.4
-89.7,41.8
-88.7,42.3
-89.46,42.2
-90.3,42.3
-89.6,41.7
-89.096,42.064
-89.9,42.32
-89.8,42.1
-89.4,42.2
-89.8,42.4
-89.01,42.05
-89.73,42.45
-89.74,41.99
-89,42.1
-90,42.1
-89.42,42.05
-89.391,41.8308
-89.94,42.46
-89.6,42.5
-89.3,42
-89.8,42.3
-89.3,42.3
-89.6,42
-88.8,42.4
-89.48,42.3
-89.1,42
-89.5,42.4
-89.7,41.7
-89.1,42.4
-88.99,42.42
-90.2,42.2
-90.3,42.5
-89.3584,42.238
-89.7,42.2
-89.197,42.444
-89,42.5
-89.7,41.8
-89.19,42.12
-90,42.3
-89.98,42.48
-89.3,42.3
-89.8,42.5
-89.541,41.905
-89.2,42.3
-89.2,42.2
-89.08,42.34
-89.08,42.25
-89.01,42.28
-89,42.26
-89.08,42.19
-88.99,42.33
-88.97,42.24
-88.99,42.31
-89.02,42.36
-90.58,41.47
-90.21,41.73
-90.7,41.2
-90.73,41.43
-89.9,41.4
-90,41.4
-90.39,41.52
-90.2,41.3
-90.39,41.5
-90.4,41.4
-90.32,41.48
-90.28,41.71
-89.68,41.62
-90.38,41.52
-90.1,41.7
-90.09,41.73
-90.1,41.8
-90.1,41.5
-90.41,41.56
-90.2,41.6
-89.914,41.522
-90.9,41.4
-90.9,41.2
-89.92,41.73
-90.37,41.28
-90.605,41.26
-90.6,41.4
-90.49,41.48
-90,41.8
-91,41.3
-90.38,41.36
-90.27,41.37
-90.3,41.6
-90.51,41.3
-89.9,41.6
-90.29,41.59
-90.7,41.3
-90.53,41.3
-90.41,41.49
-89.8,41.6
-90.8,41.4
-90.1,42
-89.1,41.4
-89.4,41.7
-88.86,41.02
-89.23,41.44
-88.7,41.1
-89.67,41.31
-89.35,41.28
-89.121,41.268
-89.211,41.428
-89.1,41.7
-88.7,41
-89.173,41.358
-89,40.98
-89.3,41.33
-89.4,41.3
-89.41,41.77
-88.8,41.2
-89.23,41.25
-89.3,41.2
-89.4,41.6
-89.21,41.38
-89.3,41.5
-89.4,41.7
-88.982,41.19
-88.88,40.99
-89.08,41.14
-89.24,41.16
-89.25,41.13
-89.32,41.44
-89.68,41.44
-89.25,41.27
-88.7,41.3
-89.1,41.5
-89.8,41.4
-89.79,41.29
-89.719,41.511
-89.03,41.27
-89.5,41.6
-88.9,41.4
-89,41.69
-89.1,41.3
-89.5,41.4
-89.05,40.98
-89.273,41.365
-88.6,41.3
-89.7,41.4
-89.22,41.34
-89.18,41.256
-88.8,41.1
-89.3,41.6
-89.5,41.2
-89.15,40.98
-89,41.2
-89.083,41.464
-89,41.4
-89.361,41.55
-89.23,41.03
-89.6,41.5
-89,41.1
-89.2,41.7
-89.61,41.37
-90.4,40.9
-90.41,40.8
-90.51,40.4
-90.6,41.1
-90.38,41.19
-90.2,41.1
-90.4,40.6
-90.504,40.535
-90.54,40.77
-90.85,40.85
-90.117,41.2
-90.9,40.6
-89.6,41.2
-90.52,40.54
-90.5,40.9
-89.634,41.083
-91.05,40.74
-89.7071,41.1185
-90.2,40.5
-90.12,40.95
-90.31,40.94
-90.28,40.6
-90.16,40.65
-90.1773,40.5597
-90,41.2
-90.57,41
-90.2,40.9
-91,40.9
-90.65,40.58
-90.354,41.024
-90.6,40.32
-90.3,40.3
-90.92,41.12
-90,41.3
-90.73,40.85
-90.26,40.92
-89.96,41.08
-91,40.6
-89.94,40.94
-90.62,40.22
-90.72,41.02
-91,40.7
-90.6,40.4
-90.2,40.8
-90.42,40.51
-90.86,40.76
-90.7,40.9
-90.47,41.2
-90.49,41.1
-90.2,41.1
-90.4,41.25
-90.9,41
-90.51,40.6
-90.85,40.69
-90.38,41.09
-90.7,40.7
-90.39,40.72
-90.74,40.6
-90.8,41.1
-90.3,40.5
-90.76,40.75
-89.64,41.01
-90.96,40.76
-90.4,40.4
-89.9,41.1
-90.4,40.3
-90.1,41
-90.59,41.19
-90.34,41.02
-90,40.9
-90.26,41.2
-89.7,41.1
-90.3,40.2
-89.14,40.86
-89.9,40.8
-90.094,40.465
-90,40.5
-89.5,40.9
-90.01,40.48
-89.66,40.85
-89.63,40.92
-89.71,40.78
-89.9,40.8
-89.2,40.7
-90.04,40.66
-89.81,40.34
-89.84,40.58
-89.6,40.4
-89.53,40.58
-89.79,40.68
-89.5,41.1
-89.775,40.558
-89.4,41
-89.25,40.98
-90.1,40.4
-90.0019,40.3899
-90.24,40.7
-89.37,40.86
-89.8,40.4
-89.74,40.61
-89.4,40.8
-89.43,40.61
-89.57,40.84
-90.032,40.626
-89.6,40.5
-89.8,40.9
-89.41,41.17
-89.2,40.81
-89.5,40.9
-90.051,40.491
-89.65,40.5
-89.5,41
-89.9,40.36
-89.5,40.5
-89.9,40.68
-89.3,40.9
-89.43,40.7
-90.04,40.79
-89.6,40.68
-89.57,40.71
-89.66,40.7
-89.62,40.68
-89.61,40.7
-89.69,40.62
-89.6,40.65
-89.5,40.7
-89.6,40.76
-89.65,40.77
-89.57,40.75
-89.616,40.698
-88.99,40.47
-88.96,40.47
-89,40.5
-88.51,40.56
-89.32,40.34
-88.6,40.4
-89.3,40.3
-88.53,40.33
-89.12,40.61
-88.7,40.8
-89,40.1
-88.6,40.6
-89.22,40.64
-88.73,40.54
-88.49,40.6
-89.2,40.53
-89.34,40.62
-89.5,40.4
-88.82,40.2
-88.83,40.4
-88.75,40.45
-89,40.8
-88.5,40.7
-88.8,40.9
-88.4,40.8
-89.27,40.63
-88.78,40.88
-88.9,40.7
-89,40.3
-89.44,40.41
-88.99,40.61
-89.1,40.1
-88.85,40.12
-89.283,40.217
-88.8,40.3
-88.8,40.6
-89.1,40.3
-89.34,40.52
-89,40
-89.33,40.43
-89.1,40.9
-88.9,40.5
-88.6,40.9
-88.4,40.88
-88.5,40.4
-89.14,40.7
-89.05,40.38
-88.38,40.57
-89.19,40.42
-88.38,40.65
-88.87,40.58
-88.9,40.2
-89.09,40.23
-88.21,40.11
-88.2,40.1
-87.93,39.9
-87.63,40.29
-87.87,40.27
-88.6,39.9
-87.57,40.23
-88.371,40.11
-88,39.92
-87.7,40
-88.7,39.9
-88.24,40.11
-88.28,40.11
-88.3,40.1
-88.73,40.01
-87.8,40.23
-87.64,40.13
-87.65,40.1
-87.7,40.1
-88.66,40.13
-88.3,40.3
-87.8,40
-88.7,40.2
-88.39,40.31
-87.87,40.14
-88.39,40.37
-87.62,39.97
-88,40.3
-87.7,40.31
-87.96,40.01
-87.73,39.93
-88.4,40
-88.08,39.91
-88.4,40.22
-88.6,40.2
-88.66,39.93
-88.6,40
-87.847,40.115
-87.76,40.13
-88,40.2
-88,40.3
-88.28,39.91
-88.15,39.97
-87.8,40.3
-88.1,40.3
-87.62,39.91
-87.974,40.195
-88.36,39.94
-88,40.1
-88.25,40.06
-88.4,40.1
-87.84,39.91
-88.07,40
-88.2,40.2
-88.3,40
-88.76,40.12
-87.64,40.04
-88.49,40.08
-88.3,39.7
-88.5,39.7
-88.04,39.52
-88.46,39.82
-88.8,39.6
-87.9,39.7
-88.14,39.79
-88.2,39.5
-87.7,39.8
-88.73,39.72
-88.56,39.49
-88.6,39.8
-88.13,39.7
-88.36,39.59
-87.88,39.81
-87.9,39.6
-88.72,39.797
-88.65,39.73
-88.4,39.5
-87.8,39.81
-88.078,39.801
-88,39.8
-88,39.7
-87.7,39.6
-87.86,39.644
-88.6,39.6
-88.3,39.8
-87.592,39.579
-88.14,39.86
-88.6,39.4
-89.75,38.88
-90.12,38.94
-90.6,39
-89.8,39.1
-90.03,38.92
-89.19,39.15
-90.1,39
-90.6,39
-90,39
-89.52,39.22
-90.4,39.31
-89.38,39.07
-90.09,38.91
-89.45,39.01
-89.98,38.98
-90.33,39
-89.779,39.109
-90.09,38.88
-89.9,38.8
-90.5,39.3
-90.33,38.95
-90.163,39.154
-90.5,39.1
-89.3,39.1
-89.9,39.1
-89.97,38.75
-90.23,38.96
-90.55,38.9
-90.46,39.02
-90.12,38.73
-90.2,39.4
-90.66,39.23
-89.846,38.889
-90.64,39.18
-90.1,38.81
-89.5,39.1
-90.5,39.4
-89.41,39.19
-90.3,39.1
-90.65,39.32
-90.3,39.2
-89.7,39.2
-89.765,38.9689
-90.13,38.62
-90.15,38.68
-89.79,38.78
-89.97,38.73
-90.1,39.2
-90.66,39.24
-89.99,38.93
-89.74,39.09
-90.71,39.29
-89.7,39
-89.3,39.3
-89.219,39.344
-89.524,39.032
-90.53,39.48
-90.14,39.11
-89.1,39.1
-90.24,39.27
-90.3,39.5
-89.2,39.35
-90.07,38.83
-89.809,39.082
-89.58,38.97
-90.06,38.81
-89.79,39.02
-89.4928,39.1304
-90.17,38.66
-89.61,39.06
-90.4,39.4
-89.8542,39.0713
-89.37,39.24
-90.07,38.86
-89.87,38.93
-90.4,39.4
-90.13,38.63
-90.07,38.6
-90.09,38.63
-90.11,38.6
-90.16,38.57
-90.12,38.58
-90.01,38.6
-89.6,38.4
-89.61,38.52
-89.6,38.64
-89.83,38.17
-89.49,38.52
-89.43,38.6
-89.97,38.47
-89.9,38.51
-90.05,38.53
-89.86,38.54
-90,38.52
-89.5,38.6
-89.3,38.6
-90.01,38.63
-89.8,37.9
-90,38.7
-90.2,38.4
-89.6,38.2
-89.53,38.05
-90.17,38.52
-90.21,38.53
-89.9,38
-89.95,38.1
-89.9,38.42
-90.22,38.18
-89.58,38.54
-89.4,38.9
-89.993,38.305
-89.7,38.8
-89.263,38.54
-89.31,38.78
-89.83,38.61
-89.76,38.3
-89.7,38.3
-89.8,38.5
-90.1,38.5
-90,38.01
-89.2,38.9
-89.4,38.3
-89.9,38.3
-89.67,38.49
-89.67,38.49
-89.5,38.3
-89.91,38.6
-89.5,38.4
-89.61,38
-89.594,38.778
-89.4,38.1
-89.5,38.8
-90.1,38.1
-90,38.2
-90.1336,38.1531
-89.7,37.8
-89.79,38.71
-89.718,38.368
-89.32,38.9
-90.01,38.38
-89.7,38.1
-89.69,37.99
-89.751,38.599
-89.684,38.212
-89.7,38.62
-89.88,38.7
-90.3,38.3
-89.81,38.05
-90.2,38.3
-91.39,39.93
-91.3,39.9
-90.96,40.23
-91,39.7
-91.2,40.3
-90.9,39.8
-91.05,40.24
-90.73,40.15
-91.1,40
-91.1,40.4
-90.7,39.8
-91,40
-91.17,40.04
-90.8,40.4
-91.1,40.6
-91.24,40.39
-91.1,40.4
-91.23,39.99
-91,40.1
-90.7,39.7
-91.3,40.4
-91.3,39.7
-90.84,40.15
-91.14,39.7
-90.98,40.16
-91.1,39.9
-91.414,40.134
-91.2,40.2
-91.2,40.1
-90.65,39.564
-90.7,40
-91.32,40.52
-90.8,39.4
-91.1,39.6
-90.87,39.69
-91.26,40.58
-91.2,40.03
-91.25,39.82
-90.6,39.5
-90.747,39.783
-90.8,39.6
-91.17,39.8
-90.9,39.5
-90.9,40.3
-91.01,39.51
-91.4,40.2
-90.91,40.4
-90.8,40
-91.4,40.1
-90.67,39.89
-91.4,40.3
-91.2,40.24
-88.6,39.1
-87.74,38.52
-88.7,39.1
-87.84,39.14
-88.8,39.2
-87.8,38.7
-88.9,39
-87.99,38.63
-88,39.3
-87.9,38.8
-88.89,39.22
-87.6,39.46
-88.4,39
-88.1,38.8
-88.65,38.9
-87.7,38.9
-88.1,39.3
-88.98,39.24
-88.13,39.13
-87.71,39.12
-88.32,38.84
-88.26,39.17
-88.86,39.32
-87.6,38.8
-88.26,39.4
-87.7,39.4
-87.9,39.3
-88.6,39
-88.64,39.32
-88.32,39.17
-88.2,38.53
-88.5,39.3
-88.2,39
-87.9,39
-88.1,38.7
-87.6,39
-88,38.59
-87.8,39
-88.86,39.05
-88.02,38.93
-87.68,38.63
-88.67,39.18
-88.5,39.2
-88.62,39.25
-88.64,39.39
-87.8,38.8
-88.44,39.14
-88.3,39.3
-88.34,39.35
-89.1,38.9
-88.56,39.03
-87.99,39.43
-88.05,38.91
-88,38.5
-87.7,39.2
-87.74,39.18
-88.3,39
-88,39
-88.02,39.12
-88.8,39.9
-89,39.5
-89.22,40.15
-89.2,39.7
-89.048,39.766
-89.4,39.8
-89.426,39.592
-89.2,40.06
-89.5,39.95
-89.46,39.82
-89,39.8
-89.05,39.82
-88.952,39.844
-89,39.9
-89.66,39.57
-89.4,39.7
