"theta","IMSE1","IMSE2","IMSE3","IMSE4","MMSE1","MMSE2","MMSE3","MMSE4"
0.1,0.0704870629033497,0.12273667162775,0.0495713625363457,0.0537803287755104,0.150707300721621,0.453428876297751,0.286182914057293,0.109374116590873
