"test","sa3","sa4","sa5"
0.9,0.296254418032803,0.249572996482473,0.0993432970675244
0.903333333333333,0.302064905879973,0.26981812749332,0.132888833431784
0.906666666666667,0.304664883144314,0.287430930103608,0.165293823225434
0.91,0.303998980095412,0.302232679072625,0.196275156914312
0.913333333333333,0.30004078404196,0.314069786738163,0.225562111606494
0.916666666666667,0.292792586367402,0.322814929178066,0.25289849450783
0.92,0.282284823975377,0.328367890576392,0.278044706255743
0.923333333333333,0.268575226894024,0.330656119373764,0.3007796557744
0.926666666666667,0.251747687385941,0.329634993250841,0.320902495995828
0.93,0.231910869371437,0.32528779345131,0.338234160352644
0.933333333333333,0.209196580398442,0.317625392379086,0.352618684616112
0.936666666666667,0.183757932175582,0.306685661773579,0.363924301787719
0.94,0.155767321259553,0.292532612044359,0.372044300466903
0.943333333333333,0.125414274791504,0.275255276506194,0.376897639735901
0.946666666666667,0.0929032584422293,0.254966357289988,0.378429316220327
0.95,0.058451881588208,0.231800652660825,0.376610481621092
0.953333333333333,0.0222953526967042,0.205913288552627,0.371438311661698
0.956666666666667,0.0154122590478944,0.177477781047475,0.362935630035976
0.96,0.0542856326762203,0.146683964018771,0.351150293551624
0.963333333333333,0.0941816912256708,0.113735839736421,0.336154347220568
0.966666666666667,0.134842929963844,0.0788495278737331,0.318042960526564
0.97,0.176029868394453,0.0422525526636468,0.296933158489893
0.973333333333333,0.217508963221863,0.0042745528797175,0.272962363455474
0.976666666666667,0.259053811020394,0.0351889192472406,0.246286765816989
0.98,0.300446926600134,0.0755192241658663,0.217079544385647
0.983333333333333,0.341481466538091,0.116623611741688,0.185528960612844
0.986666666666667,0.381962790496446,0.158262051171025,0.151836358432936
0.99,0.421709826304005,0.200202432833864,0.116214127431418
0.993333333333333,0.460556222821205,0.242219795456055,0.0788838245849029
0.996666666666667,0.498351281964788,0.284097852611686,0.0400760173129094
1,0.534960665897294,0.325630631284974,0.000999999445457823
