"x1","x2","density.1","density.2","density.3","density.4","density.5","density.6","density.7","density.8","density.9","density.10","density.11","density.12","density.13","density.14","density.15","density.16","density.17","density.18","density.19","density.20","density.21","density.22","density.23","density.24","density.25","density.26","density.27","density.28","density.29","density.30","density.31","density.32","density.33","density.34","density.35","density.36","density.37","density.38","density.39","density.40","density.41","density.42","density.43","density.44","density.45","density.46","density.47","density.48","density.49","density.50","density.51","density.52","density.53","density.54","density.55","density.56","density.57","density.58","density.59","density.60","density.61","density.62","density.63","density.64","density.65","density.66","density.67","density.68","density.69","density.70","density.71","density.72","density.73","density.74","density.75","density.76","density.77","density.78","density.79","density.80","density.81","density.82","density.83","density.84","density.85","density.86","density.87","density.88","density.89","density.90","density.91","density.92","density.93","density.94","density.95","density.96","density.97","density.98","density.99","density.100","density.101"
0.51,0.51,2.93595166736475e-24,1.07647808056458e-23,3.64276239990581e-23,1.13769503865899e-22,3.27936870617974e-22,8.72416753025986e-22,2.14203770070423e-21,4.85399795185738e-21,1.01517621056071e-20,1.95953326378985e-20,3.49086628003366e-20,5.73962014301432e-20,8.70968511300938e-20,1.2198070178806e-19,1.57670107312017e-19,1.88097398620077e-19,2.07175770566393e-19,2.12346174827603e-19,2.34990595869268e-19,7.83533181552871e-19,8.34552556623106e-18,9.05904322430479e-17,8.20733717837345e-16,6.12343447865082e-15,3.759048332265e-14,1.89855359699664e-13,7.88910357872112e-13,2.6970692108636e-12,7.5860576784415e-12,1.75549583419912e-11,3.34228191778608e-11,5.23535298755392e-11,6.74696522177136e-11,7.15369776089982e-11,6.24039840016064e-11,4.47871739397952e-11,2.64456724951974e-11,1.28473981808133e-11,5.13493992355813e-12,1.68855481149395e-12,4.5682995318374e-13,1.01684228026916e-13,1.86213977360737e-14,2.80563881339621e-15,3.47814126472472e-16,3.55751072921502e-17,3.30643035624056e-18,1.13833402429365e-18,2.40667532051691e-18,5.59068963190677e-18,1.18625672910546e-17,2.28860840781845e-17,4.01427606745301e-17,6.40549868554964e-17,9.64317896547934e-17,3.54527416759228e-16,1.0949617801776e-14,3.65132734102091e-13,8.95386152123133e-12,1.59503806233314e-10,2.06331029652924e-09,1.93813606199825e-08,1.32199547065499e-07,6.5478987706254e-07,2.35505674479537e-06,6.15081993527783e-06,1.16659649253171e-05,1.60733769480477e-05,1.61263500535139e-05,1.2034858517692e-05,8.16080262611632e-06,1.2394778455339e-05,4.67888534312944e-05,0.000195174859323802,0.000758677801950945,0.00271501402294788,0.00893935145981895,0.0270800246614056,0.0754746137812249,0.193535900017363,0.456594805886927,0.991081090971015,1.97922973459309,3.63657054444039,6.147472854604,9.56114745070018,13.6814524447176,18.0120518202134,21.8173984622301,24.3137267920304,24.9292317161687,23.5166280159725,20.4103286566343,16.2979784625318,11.9736421453718,8.09333658600218,5.03312507977641,2.87976227139002,1.51594814185879,0.734210930364442,0.327164474663344
0.52,0.52,4.5782357819662e-23,1.67191006730238e-22,5.63504041555141e-22,1.75287328634712e-21,5.03237938443285e-21,1.33341578348051e-20,3.26082260745408e-20,7.35966624703266e-20,1.53305745550137e-19,2.94732554292633e-19,5.22958407155531e-19,8.5639782428981e-19,1.29435476323495e-18,1.80551234452545e-18,2.32443262987051e-18,2.76186754198835e-18,3.02871607724296e-18,3.06545793412679e-18,2.86524667343425e-18,2.50104016024245e-18,2.42585396967745e-18,6.83872547769379e-18,5.28682709175278e-17,4.11134652310857e-16,2.67240794824624e-15,1.43093009029526e-14,6.30434953198545e-14,2.28521085652028e-13,6.8151022423481e-13,1.67216121164141e-12,3.37554215352051e-12,5.60619940535477e-12,7.66043019910697e-12,8.61186854006873e-12,7.96528348569673e-12,6.0612848705138e-12,3.79479017520191e-12,1.95465652090867e-12,8.28347853433501e-13,2.88811620306579e-13,8.28468863255733e-14,1.9552279119811e-14,3.79646665091709e-15,6.06539464821504e-16,7.99324782558906e-17,9.40533988302497e-18,3.3026767838387e-18,7.49500086433554e-18,1.98428181435889e-17,4.81051649041662e-17,1.06044871815091e-16,2.12533656258956e-16,3.87261663866138e-16,6.41545480920242e-16,9.67222565530688e-16,1.38758294561583e-15,4.65072535374245e-15,1.03341268313856e-13,2.49139700180576e-12,4.434996710213e-11,5.73681222246646e-10,5.38877052630259e-09,3.67566978898216e-08,1.82058791290269e-07,6.54817995384316e-07,1.71035392023225e-06,3.24503141297928e-06,4.47894829218826e-06,4.54619320643427e-06,3.70691509218403e-06,4.1858762878916e-06,1.28155951479178e-05,5.51390869719853e-05,0.000228540281440951,0.000874125946464124,0.00307651217580042,0.00996218438040078,0.0296796915329538,0.0813528899886293,0.205161271150479,0.47602150180324,1.01617042823843,1.99579223026567,3.606391709694,5.99569120902038,9.17095183257752,12.9061990968605,16.7105637516153,19.9063958465714,21.8173984622301,21.9999697733325,20.4103286566343,17.4215465232266,13.6814524447176,9.88522362886168,6.57127413580587,4.01903200724604,2.26152887836834,1.17082396681285,0.557686155271899,0.244397588053387
0.53,0.53,6.58895852378713e-22,2.39656934303514e-21,8.04512118118101e-21,2.49255382629536e-20,7.12731356511433e-20,1.88094696819238e-19,4.5813830128741e-19,1.02987855763558e-18,2.13670612960007e-18,4.09140941785462e-18,7.23053528825521e-18,1.1793353713572e-17,1.77530740096341e-17,2.46648891315789e-17,3.16267187562374e-17,3.74281594033487e-17,4.08801208078228e-17,4.12093033725596e-17,3.83396927810612e-17,3.29222936235325e-17,2.61127459017599e-17,1.93737776894647e-17,1.58571111673942e-17,3.29890361479181e-17,1.76897646247111e-16,9.80659477839507e-16,4.57083369667446e-15,1.75631948888077e-14,5.55341544917496e-14,1.44472953703491e-13,3.09224461380748e-13,5.44528892010029e-13,7.88910354361634e-13,9.40359687351654e-13,9.22189055971712e-13,7.44055854960689e-13,4.93913306208106e-13,2.69746319390187e-13,1.21204834337754e-13,4.48068047443344e-14,1.36278613420123e-14,3.41014558642739e-15,7.02138368296798e-16,1.19268020065414e-16,1.80034064506453e-17,7.17960350849433e-18,1.78760574573095e-17,5.39430928030717e-17,1.49414652813308e-16,3.76353570934487e-16,8.6186647452913e-16,1.79441382528745e-15,3.39659566287596e-15,5.84526135344707e-15,9.14565516158525e-15,1.30258861478406e-14,1.76153141944127e-14,4.65307206743149e-14,6.7738441670851e-13,1.17108761395177e-11,1.5124180881269e-10,1.42051559461589e-09,9.68934589815142e-09,4.79936973983599e-08,1.72638440913828e-07,4.51084543470967e-07,8.57132643493818e-07,1.19239208777928e-06,1.27092382958364e-06,1.38920237171035e-06,3.25619445360684e-06,1.37248372297793e-05,6.02808645266013e-05,0.00024631001699907,0.000926628907895383,0.00320740780079479,0.0102143782448966,0.0299280557073176,0.0806777661615579,0.200095821317393,0.456594805886926,0.958589588070437,1.85158324169411,3.29050510193707,5.3801042218902,8.09333658600218,11.2014258632643,14.2635559047444,16.7105637516153,18.0120518202134,17.862575073184,16.2979784625318,13.6814524447176,10.566702105947,7.50854030032809,4.90885677878429,2.95266380037195,1.6340164756726,0.831969979967223,0.389733442652678,0.167971842031466
0.54,0.54,8.75194857239937e-21,3.17056346620198e-20,1.06007723910526e-19,3.27120629735379e-19,9.31639132202456e-19,2.44882006791687e-18,5.94066952971548e-18,1.3300968871517e-17,2.74853027512834e-17,5.24188076467621e-17,9.22663022366305e-17,1.49888549994994e-16,2.24731093898854e-16,3.10976261382162e-16,3.9715558597309e-16,4.68126770182868e-16,5.0925540160017e-16,5.11301628636258e-16,4.73792384474984e-16,4.05199039475839e-16,3.19830178506247e-16,2.33004144727381e-16,1.56802983113799e-16,9.85807026163257e-17,6.57441624453087e-17,9.00814618487165e-17,3.14790728188542e-16,1.2307512870499e-15,4.10731747554448e-15,1.1323058370894e-14,2.56944916010164e-14,4.79738069483946e-14,7.36940063592424e-14,9.31366186172494e-14,9.68430611603716e-14,8.28468863957821e-14,5.83100606161875e-14,3.37652842413369e-14,1.60863291007876e-14,6.30526366501547e-15,2.03334964794087e-15,5.39563215906464e-16,1.18191701222146e-16,2.3147279106635e-17,1.15441603853462e-17,3.26256113266726e-17,1.12319043755869e-16,3.55453650960683e-16,1.02303515777715e-15,2.67695087375698e-15,6.36837971571204e-15,1.37738745155328e-14,2.70845681110872e-14,4.84201727894167e-14,7.86990937180405e-14,1.1629657738436e-13,1.5643048626317e-13,1.97509834640149e-13,3.75924237042972e-13,3.13576400130156e-12,3.79922616319781e-11,3.55201188870016e-10,2.42199979358858e-09,1.19981263288643e-08,4.31782106579084e-08,1.12999049048996e-07,2.16138947442976e-07,3.10758109043922e-07,3.95132790313316e-07,7.80047497662602e-07,3.03742999489584e-06,1.39384476287315e-05,6.07489059847869e-05,0.000244258775103103,0.000903749328240112,0.00307651163991461,0.00963558508872136,0.0277655587404971,0.0736111389269895,0.179551670611832,0.402943501931426,0.831969979967223,1.5804470437234,2.76223760969796,4.4417172932235,6.57127413580587,8.94452022504727,11.2014258632643,12.9061990968605,13.6814524447176,13.3436561802774,11.9736421453718,9.88522362886168,7.50854030032809,5.24726897535499,3.37380463517883,1.99579223026567,1.08622430884798,0.543916835037655,0.250584542450838,0.106214753931453
0.55,0.55,1.07290706515255e-19,3.8712593509482e-19,1.28917476110377e-18,3.96223916486282e-18,1.12392917107859e-17,2.94243288032971e-17,7.10957355099533e-17,1.58544033526069e-16,3.26306420491308e-16,6.19827299523837e-16,1.08663864532991e-15,1.75820275854002e-15,2.62556112119753e-15,3.61863411619841e-15,4.60295340679689e-15,5.40378235739938e-15,5.85502136574169e-15,5.85502136574676e-15,5.40378235753066e-15,4.60295340949869e-15,3.61863416194819e-15,2.62556175855658e-15,1.75821006385581e-15,1.08670753489473e-15,6.20361774654079e-16,3.29718044606307e-16,1.76460586690924e-16,1.48507570633641e-16,3.04606236194843e-16,8.1604677056667e-16,1.94049007393481e-15,3.83496244855458e-15,6.24443269659364e-15,8.36723974518335e-15,9.22461245226982e-15,8.36713893566471e-15,6.24404700548817e-15,3.83367375577208e-15,1.93652942280378e-15,8.04818305121506e-16,2.75251197682337e-16,7.78153403671235e-17,2.00529065876142e-17,1.36950033580588e-17,4.55370362540342e-17,1.79120086788826e-16,6.47680389070536e-16,2.12996868854305e-15,6.36837976091934e-15,1.73110508591747e-14,4.27815519374009e-14,9.61232084258348e-14,1.96353479935194e-13,3.64659529950715e-13,6.15708522278417e-13,9.4515237103258e-13,1.31911203770079e-12,1.67525585620285e-12,1.96957960480072e-12,2.71750542665976e-12,1.08901594211422e-11,8.58408195310622e-11,5.75610580994507e-10,2.84798001379053e-09,1.02671026042564e-08,2.70518868747352e-08,5.31765712132468e-08,8.63893894492103e-08,1.69788098070979e-07,6.0303723969131e-07,2.83210602919931e-06,1.31181616076117e-05,5.6351116980954e-05,0.000222862326647684,0.000810959737804694,0.00271501196859353,0.00836282558378876,0.02369971505489,0.0617933873790748,0.148234630314197,0.327164474663344,0.664341522524741,1.24115336381122,2.13338036187749,3.37380463517883,4.90885677878429,6.57127413580587,8.09333658600218,9.17095183257752,9.56114745070018,9.17095183257752,8.09333658600218,6.57127413580587,4.90885677878429,3.37380463517883,2.13338036187748,1.24115336381122,0.664341522524741,0.327164474663344,0.148234630314197,0.0617933873790732
0.56,0.56,1.21391651003759e-18,4.36252017708841e-18,1.44695639636734e-17,4.42937861117131e-17,1.25140973531893e-16,3.26306420491306e-16,7.85273738749001e-16,1.74415827828361e-15,3.57536247809716e-15,6.7643119453333e-15,1.18112684850674e-14,1.90343837475525e-14,2.83106906786582e-14,3.88625660809443e-14,4.92358961717361e-14,5.75707100275182e-14,6.21284743554933e-14,6.18798364714772e-14,5.6882279296604e-14,4.82585410715852e-14,3.77868553607039e-14,2.730716907482e-14,1.82130206038364e-14,1.12113200338941e-14,6.36945691964794e-15,3.33992466143467e-15,1.61717541911254e-15,7.26293007199973e-16,3.14290977902642e-16,1.65094564814526e-16,1.72134980732751e-16,2.90760790518103e-16,4.83729613051616e-16,6.8287236681904e-16,7.97264805764565e-16,7.66554442008311e-16,6.0649664335916e-16,3.9481482235568e-16,2.11462614895665e-16,9.32209681784292e-17,3.40692212919228e-17,1.18246863961063e-17,1.20926918062423e-17,4.86041903384271e-17,2.18776545670607e-16,9.03911935037944e-16,3.39659691134216e-15,1.16039445248998e-14,3.60417651470908e-14,1.01775931494644e-13,2.6128997075693e-13,6.09872450222683e-13,1.29417769733042e-12,2.49682111279711e-12,4.37944993432745e-12,6.9837766005193e-12,1.01251196332908e-11,1.3346253810071e-11,1.60019310786837e-11,1.75804694933001e-11,1.92765401721559e-11,3.44983059565322e-11,1.42206097369357e-10,6.53273281020702e-10,2.3476693490846e-09,6.34546792933342e-09,1.37854416663682e-08,3.11353024607485e-08,1.06972699906449e-07,5.07071533072916e-07,2.4817658338811e-06,1.13788162166789e-05,4.80975660644934e-05,0.000187082992055751,0.000669513725204903,0.0022044168922766,0.00667785186291398,0.0186118106130341,0.0477253653579856,0.112594892883223,0.244397588053387,0.488072043493607,0.896767255418473,1.51594814185879,2.35774993314069,3.37380463517883,4.4417172932235,5.3801042218902,5.99569120902038,6.147472854604,5.79912907088294,5.03312507977638,4.01903200724602,2.95266380037194,1.99579223026566,1.24115336381121,0.710140632998361,0.373828209275298,0.181054186320613,0.0806777661615311,0.03307561680155
0.57,0.57,1.26760777988896e-17,4.53724253433091e-17,1.49888549994995e-16,4.56997986657074e-16,1.28596598149067e-15,3.33975061293732e-15,8.00512211421371e-15,1.7708886282981e-14,3.61562933961953e-14,6.81311813672661e-14,1.18488800217976e-13,1.90185783169283e-13,2.81739773729557e-13,3.85201206323934e-13,4.860673843597e-13,5.66075928000109e-13,6.08446306087646e-13,6.03586052006359e-13,5.5261859792831e-13,4.66961594070203e-13,3.64171700366973e-13,2.62120259870721e-13,1.74126291518621e-13,1.06757274261969e-13,6.04087674723278e-14,3.15480073273301e-14,1.52059794921438e-14,6.76454290909217e-15,2.77810010980677e-15,1.05536698762029e-15,3.76229178138032e-16,1.37054034294194e-16,6.88369470359115e-17,6.01224164632021e-17,6.49272406551515e-17,6.42675035192162e-17,5.35571237513429e-17,3.69076741532932e-17,2.0968838370837e-17,9.94441908371388e-18,4.85820548599952e-18,8.08266922214623e-18,3.9694538705219e-17,2.04655668100379e-16,9.6622637089994e-16,4.14861297042955e-15,1.61946091960336e-14,5.74747129186989e-14,1.85447838204219e-13,5.4400809269456e-13,1.45086687843865e-12,3.51793971744422e-12,7.75510783056874e-12,1.5542680127158e-11,2.83206096696044e-11,4.69156684852609e-11,7.06597105456724e-11,9.67530678315108e-11,1.2044878243249e-10,1.36355434861511e-10,1.40706979165615e-10,1.35309556970419e-10,1.39627875350832e-10,2.27287395152941e-10,5.90534124839653e-10,1.62105397041382e-09,4.53833163343395e-09,1.65563568329185e-08,7.99945701778298e-08,4.11665912848631e-07,2.0114457387992e-06,9.08482544630796e-06,3.77715146923238e-05,0.000144491183841145,0.00050854395146453,0.00164673799543868,0.00490602001277901,0.0134475422687186,0.0339129300273012,0.0786858250176452,0.167971842031465,0.329902236784195,0.596132540103962,0.991081090971011,1.51594814185878,2.13338036187748,2.76223760969795,3.29050510193705,3.60639170969397,3.63657054444037,3.37380463517883,2.87976227138999,2.26152887836832,1.63401647567259,1.08622430884797,0.664341522524736,0.373828209275297,0.193535900017352,0.0921849014430157,0.040398649589262,0.0162885600676001
0.58,0.58,1.22165995612807e-16,4.35527824232857e-16,1.43301533368224e-15,4.35166178439535e-15,1.21963195824114e-14,3.15479992733747e-14,7.53154739546501e-14,1.65945687061554e-13,3.37455950424405e-13,6.333409605392e-13,1.09705253952728e-12,1.7538265596432e-12,2.58770772970559e-12,3.52381555560646e-12,4.42874299628873e-12,5.1370897524448e-12,5.49949983581404e-12,5.43373679954359e-12,4.95499667890891e-12,4.17020593647466e-12,3.23922414882432e-12,2.32216922752042e-12,1.53644173187358e-12,9.38226485404865e-13,5.2877224036663e-13,2.75041970925133e-13,1.32037917602133e-13,5.85016066780238e-14,2.39225223634294e-14,9.02862588061018e-15,3.14524745572675e-15,1.01205789193812e-15,3.02068346915585e-16,8.55154755268883e-17,2.51981514723866e-17,9.64216528831471e-18,5.31299634984918e-18,3.33961574551818e-18,1.98616928415208e-18,1.46529179046987e-18,4.16391490406059e-18,2.48254493438757e-17,1.46629880582547e-16,7.91077669010124e-16,3.8810563199391e-15,1.73110510853222e-14,7.01997728881405e-14,2.58813307203941e-13,8.67513253651551e-13,2.64365181606693e-12,7.32438244895895e-12,1.84491512708639e-11,4.22493849550675e-11,8.79636032732176e-11,1.66503839273575e-10,2.86539245919614e-10,4.48314304865338e-10,6.37704837552299e-10,8.24699327947153e-10,9.69645457742294e-10,1.03657588720082e-09,1.00815397574022e-09,8.96020184234893e-10,7.46605628613555e-10,6.5466083013111e-10,8.52506458650175e-10,2.37059645820762e-09,1.1162105453422e-08,5.99335995701982e-08,3.11363741229783e-07,1.50189916969085e-06,6.6740955347281e-06,2.72908830750565e-05,0.000102673258198832,0.000355390898660374,0.00113178536906389,0.00331612309595577,0.00893935130031738,0.0221712489770726,0.0505921465841083,0.106214753931453,0.205161271150477,0.364598357902001,0.596132540103965,0.896767255418473,1.24115336381122,1.5804470437234,1.85158324169411,1.99579223026567,1.97922973459309,1.80586748856982,1.51594814185879,1.17082396681285,0.831969979967223,0.543916835037654,0.327164474663344,0.181054186320615,0.0921849014430165,0.0431836963653425,0.0186118106130255,0.00738016767393801
0.59,0.59,1.08663864532988e-15,3.85841716952722e-15,1.26445268088744e-14,3.8244179375783e-14,1.06757274133286e-13,2.75041970587088e-13,6.53988076651836e-13,1.43519216504639e-12,2.90683006936669e-12,5.4337367995436e-12,9.37447417697034e-12,1.49267273774145e-11,2.19357076599309e-11,2.97514449493667e-11,3.72420725246939e-11,4.30258030349394e-11,4.58768396670939e-11,4.51468408382512e-11,4.10044134302512e-11,3.43718736261931e-11,2.65916431407157e-11,1.89870068174726e-11,1.25123015828978e-11,7.61004571616173e-12,4.27175850449497e-12,2.21307169987005e-12,1.05816560588572e-12,4.66961594536633e-13,1.9018578526484e-13,7.14898437125606e-14,2.48016359935306e-14,7.9412363296254e-15,2.34683033651311e-15,6.40239314158525e-16,1.61393875604847e-16,3.77565106416281e-17,8.33675554677123e-18,1.84970602751106e-18,6.37164881296116e-19,1.71962191130837e-18,1.19049508546693e-17,8.04663529874666e-17,4.96074932435337e-16,2.78089819255916e-15,1.41730898787231e-14,6.5672377885725e-14,2.76655665158636e-13,1.05958308075062e-12,3.6895133221044e-12,1.16799711890531e-11,3.36165453818895e-11,8.79636032731738e-11,2.09262573593192e-10,4.52604360663546e-10,8.89988769440621e-10,1.59106872737479e-09,2.58602056259904e-09,3.82132195248425e-09,5.13374050952443e-09,6.27036634985948e-09,6.96292325707878e-09,7.02972984956076e-09,6.45354794847668e-09,5.3926538567711e-09,4.12936703451301e-09,3.05211229011119e-09,3.08908906736911e-09,8.63168084640084e-09,4.27197921591853e-08,2.17573279745053e-07,1.03220941858942e-06,4.5112078195205e-06,1.81418131904049e-05,6.71246757933002e-05,0.000228503526633409,0.000715669382892243,0.00206224739885432,0.00546736268455894,0.0133359450507061,0.0299280557066622,0.0617933873790736,0.117385457115603,0.205161271150477,0.329902236784197,0.488072043493608,0.664341522524741,0.831969979967223,0.958589588070437,1.01617042823843,0.991081090971015,0.889325246394719,0.734210930364443,0.557686155271899,0.389733442652678,0.250584542450838,0.148234630314197,0.0806777661615317,0.0403986495892624,0.0186118106130255,0.00788894983364403,0.00307651160212384
0.6,0.6,8.92050248823026e-15,3.15479992733747e-14,1.02973077028302e-13,3.10202235766869e-13,8.6245316777127e-13,2.21307169985718e-12,5.24112855590856e-12,1.14557494074173e-11,2.31095539190267e-11,4.30258030349394e-11,7.39325646904403e-11,1.1724974962942e-10,1.7161586787619e-10,2.31831434608394e-10,2.89039082075657e-10,3.32590760998973e-10,3.5321013538476e-10,3.46198752346794e-10,3.1317508536775e-10,2.61467837737857e-10,2.01473861914341e-10,1.43280969628863e-10,9.40432604091528e-11,5.69686866969422e-11,3.18503422168953e-11,1.64346841905303e-11,7.82668739470291e-12,3.44004384462555e-12,1.39546623461046e-12,5.22449180553465e-13,1.80525326472468e-13,5.7570712919021e-14,1.69447264281854e-14,4.6029647414793e-15,1.15402292679628e-15,2.67044036671575e-16,5.7049857301501e-17,1.13106413425157e-17,2.56781517602009e-18,4.71354435653262e-18,3.38744799056672e-17,2.38274308007089e-16,1.52619014111309e-15,8.88779006669897e-15,4.70563150065358e-14,2.26506501080075e-13,9.91247373263716e-13,3.94386507117288e-12,1.42659490255407e-11,4.69156684234352e-11,1.40272897964523e-10,3.81301269562252e-10,9.42326390394938e-10,2.11725456247685e-09,4.32497320941649e-09,8.03216065854953e-09,1.35618823449657e-08,2.08183439258593e-08,2.90543394868669e-08,3.68650188576779e-08,4.25262007891358e-08,4.46003005757021e-08,4.2526665748735e-08,3.68683043176366e-08,2.90757382058505e-08,2.09546632784042e-08,1.4409391306811e-08,1.30382533034782e-08,3.18516828045955e-08,1.41807645715726e-07,6.53557283292525e-07,2.80580017636999e-06,1.10957745578389e-05,4.037535083044e-05,0.00013517250034832,0.00041636057300102,0.00117993933472625,0.00307651160235034,0.00738016767398503,0.0162885600676091,0.0330756168015517,0.0617933873790737,0.106214753931453,0.167971842031466,0.244397588053387,0.327164474663344,0.402943501931427,0.456594805886926,0.47602150180324,0.456594805886926,0.402943501931427,0.327164474663344,0.244397588053387,0.167971842031465,0.106214753931453,0.0617933873790732,0.0330756168015503,0.0162885600676003,0.00738016767393801,0.00307651160212384,0.00117993933373477
0.61,0.61,6.7586951171453e-14,2.38069537194252e-13,7.7395224483245e-13,2.32216922752041e-12,6.43047319052936e-12,1.643468419053e-11,3.8765836441553e-11,8.4392979497213e-11,1.69563684790334e-10,3.14433446652986e-10,5.38138410562221e-10,8.50018958131482e-10,1.2391748689155e-09,1.66727004368934e-09,2.07037331793941e-09,2.3727978587297e-09,2.50981774977199e-09,2.45015182121349e-09,2.20756332382696e-09,1.83570423278618e-09,1.40883980427973e-09,9.97906570729841e-10,6.52360288340365e-10,3.93599478760415e-10,2.19174930799261e-10,1.12641028287487e-10,5.34283422914143e-11,2.33892425547925e-11,9.44996022610787e-12,3.52381555561988e-12,1.21273446772298e-12,3.85201206452629e-13,1.12922093746255e-13,3.05519951365125e-14,7.6290354881753e-15,1.75820490320136e-15,3.7398380354122e-16,7.35407901151769e-17,1.45313660757322e-17,1.31126928284398e-17,8.79964848179931e-17,6.41583025884879e-16,4.26885903946541e-15,2.58250539973193e-14,1.42039754656889e-13,7.102597794764e-13,3.22896361976017e-12,1.33458949614985e-11,5.0149992650081e-11,1.71329704468988e-10,5.32148789502181e-10,1.50269939714326e-09,3.85788934350161e-09,9.00463351039992e-09,1.91082510080923e-08,3.68650183376022e-08,6.46616215946053e-08,1.03113932476244e-07,1.49495021160092e-07,1.97049224144797e-07,2.36135538821e-07,2.57268511427547e-07,2.54830158695741e-07,2.29485966116309e-07,1.87897979119e-07,1.39935714919753e-07,9.51632014623463e-08,6.12817847582432e-08,4.91192150107725e-08,9.91919972395344e-08,3.87331875253662e-07,1.6083716582556e-06,6.24479736847095e-06,2.23442891623334e-05,7.35687350184521e-05,0.000222861791750292,0.000621136990164106,0.00159275150445073,0.00375765975686451,0.00815634668386001,0.0162885600676184,0.0299280557066644,0.0505921465841087,0.0786858250176456,0.112594892883223,0.148234630314197,0.179551670611832,0.200095821317392,0.205161271150476,0.193535900017352,0.167971842031465,0.134128240157013,0.0985400461118954,0.0666061128853774,0.0414213462726384,0.0236997150548511,0.0124758697469298,0.00604237023752504,0.00269248086990486,0.00110384148862243,0.000416360569054154
0.62,0.62,4.72613103037343e-13,1.65807892054424e-12,5.36876015786699e-12,1.60439822390107e-11,4.42506553600907e-11,1.12641028287488e-10,2.64632311751056e-10,5.73797299262949e-10,1.14826861260942e-09,2.12079090651823e-09,3.61511049758322e-09,5.68741167016965e-09,8.25804258661596e-09,1.10664655515651e-08,1.36870583769523e-08,1.56235840298482e-08,1.64596494056011e-08,1.6004048473105e-08,1.43617876367427e-08,1.18947825781679e-08,9.09230258658934e-09,6.41446762487689e-09,4.17654071521993e-09,2.50981774977199e-09,1.39199289348528e-09,7.12526817593956e-10,3.36616016377674e-10,1.46770137942292e-10,5.90622508157853e-11,2.19357076599316e-11,7.51904476564189e-12,2.37871853276884e-12,6.9453287398854e-13,1.87159519844365e-13,4.65479334066951e-14,1.06846015061628e-14,2.26354975745928e-15,4.4283549733778e-16,8.25484547517843e-17,3.79989269934474e-17,2.0859171222492e-16,1.57071315202945e-15,1.08556090245663e-14,6.82224516740646e-14,3.8979883213305e-13,2.02484784274752e-12,9.56275160754762e-12,4.1059341249257e-11,1.60280135274141e-10,5.68834651174941e-10,1.83540118835641e-09,5.38411830239808e-09,1.4359416742964e-08,3.48175034044252e-08,7.67533030635923e-08,1.53827911136754e-07,2.8029272890714e-07,4.64330425264925e-07,6.99328250214603e-07,9.57576818611769e-07,1.19207833918274e-06,1.34919459755049e-06,1.38829909327427e-06,1.29876433214373e-06,1.10463402896157e-06,8.54208560126276e-07,6.00781965424254e-07,3.85514955313069e-07,2.32176082614877e-07,1.62790642753237e-07,2.59813990591469e-07,8.69686351578797e-07,3.24218922419177e-06,1.13800616208057e-05,3.68399619679366e-05,0.0001097518010895,0.000300831994147346,0.000758658443801816,0.00176026264498232,0.00375765975740539,0.00738016767413432,0.0133359450507353,0.0221712489770773,0.0339129300273019,0.0477253653579853,0.0617933873790732,0.0736111389269828,0.0806777661615311,0.0813528899885276,0.0754746137808599,0.0644225047732591,0.0505921465841081,0.0365542097864874,0.0242996761978593,0.0148618326349787,0.00836282558309658,0.00432954746526587,0.00206224739876483,0.000903748973258565,0.000364387661137734,0.000135172486054157
