"x1","x2","density.1","density.2","density.3","density.4","density.5","density.6","density.7","density.8","density.9","density.10","density.11","density.12","density.13","density.14","density.15","density.16","density.17","density.18","density.19","density.20","density.21","density.22","density.23","density.24","density.25","density.26","density.27","density.28","density.29","density.30","density.31","density.32","density.33","density.34","density.35","density.36","density.37","density.38","density.39","density.40","density.41","density.42","density.43","density.44","density.45","density.46","density.47","density.48","density.49","density.50","density.51","density.52","density.53","density.54","density.55","density.56","density.57","density.58","density.59","density.60","density.61","density.62","density.63","density.64","density.65","density.66","density.67","density.68","density.69","density.70","density.71","density.72","density.73","density.74","density.75","density.76","density.77","density.78","density.79","density.80","density.81","density.82","density.83","density.84","density.85","density.86","density.87","density.88","density.89","density.90","density.91","density.92","density.93","density.94","density.95","density.96","density.97","density.98","density.99","density.100","density.101"
0.23,0.23,2.01624244077395e-24,2.1371647116055e-22,1.86377228927727e-20,1.33723371999781e-18,7.8937142610678e-17,3.83367327379336e-15,1.53182236514269e-13,5.03571714893266e-12,1.3619898268235e-10,3.03072137821244e-09,5.54852790359451e-08,8.35736076207389e-07,1.03566700008687e-05,0.000105591932987124,0.000885729185769567,0.00611266765454007,0.034707251720693,0.162132201820814,0.623128979137408,1.97036294079279,5.12594716515305,10.9713895057439,19.3200726466172,27.9908115186655,33.3642861972674,32.7195859477827,26.3993585076765,17.5242145545283,9.57069250163219,4.30038934764287,1.58976087739135,0.483521117320835,0.120992569694651,0.0249093025814978,0.00421914109462632,0.000587957782539301,6.74105469343678e-05,6.35871223849043e-06,4.93480624464313e-07,3.15087121706462e-08,1.65520128041908e-09,7.15369776089929e-11,2.54372392493616e-12,7.44164546045729e-14,1.79113198375064e-15,3.54687445196289e-17,5.77861361470394e-19,7.74570796163572e-21,8.55113337064408e-23,4.08100048853338e-23,1.27050402341752e-20,2.92777587936081e-18,4.89920458934651e-16,5.95304395161201e-14,5.25264884494255e-12,3.36545209178269e-10,1.56579255274572e-08,5.28994064874663e-07,1.29775628706289e-05,0.000231185850182975,0.00299057792390549,0.0280914891801573,0.191610881038384,0.949054906650035,3.41340857900397,8.91478714813689,16.9067233695151,23.2827181561069,23.2827181561069,16.9067233695151,8.91478714813689,3.41340857900401,0.94905490665005,0.191610881038388,0.0280914891801579,0.00299057792390557,0.000231185850182984,1.29775628706335e-05,5.28994064893377e-07,1.56579256039788e-08,3.36545497066624e-10,5.25364533525693e-12,6.27038836457615e-14,9.78808922902436e-15,2.50682207944557e-14,6.21665876083512e-14,1.41856711558318e-13,2.97818470350832e-13,5.75257331845634e-13,1.022307365254e-12,1.67151242787458e-12,2.51447037613739e-12,3.48010405898491e-12,4.43145894153102e-12,5.19170518555531e-12,5.59605673557562e-12,5.54961669835083e-12,5.063521527801e-12,4.25060869632857e-12,3.28290552808909e-12,2.33278351302758e-12
0.24,0.24,5.40188260604335e-25,6.07103169639275e-23,5.6135742585267e-21,4.2704737538914e-19,2.67283565079351e-17,1.37634740056547e-15,5.83100604772615e-14,2.03244372730641e-12,5.82845142675553e-11,1.3751416821366e-09,2.66932420305909e-08,4.26299492467345e-07,5.60128821866269e-06,6.05509049393511e-05,0.000538533803930098,0.00394062323521281,0.0237233748706253,0.117502644950287,0.478826774594737,1.60534664411739,4.42811443162788,10.0491298871991,18.7628020657667,28.8221615344471,36.4262959639546,37.8759111634703,32.4019225721974,22.8054204671206,13.2058086768692,6.29146132873524,2.46602613689317,0.795249550578934,0.21099336705098,0.0460568027777637,0.00827138780527275,0.00122214460080053,0.000148568389981133,1.48590092743434e-05,1.22268026902488e-06,8.27743096213396e-08,4.61039190315188e-09,2.11270925011101e-10,7.96528348567921e-12,2.47071330262698e-13,6.30526121577374e-15,1.32386416434593e-16,2.28688003382383e-18,3.25014663299504e-20,3.80147113271059e-22,5.32111429115863e-23,1.57262847682225e-20,3.62399273181339e-18,6.06422163250663e-16,7.3686610249203e-14,6.50171393591676e-12,4.16574711383415e-10,1.93813360867319e-08,6.54787362556019e-07,1.60635907445906e-05,0.000286161193769628,0.00370172892540165,0.0347715661326075,0.237175408502713,1.1747374885831,4.22510751855347,11.0346984060396,20.927094535951,28.8192829123414,28.8192829123414,20.927094535951,11.0346984060396,4.22510751855352,1.17473748858312,0.237175408502718,0.0347715661326082,0.00370172892540175,0.000286161193769648,1.60635907446388e-05,6.54787362764026e-07,1.93813369232427e-08,4.1657780647493e-10,6.51225014147494e-12,1.06685837382704e-13,9.5695819558651e-14,2.52101516479511e-13,6.14915073603875e-13,1.37997060108748e-12,2.84926821700257e-12,5.41259617385955e-12,9.45990362468528e-12,1.52116593353412e-11,2.25048054511531e-11,3.06325201716618e-11,3.83618008651775e-11,4.42001800238507e-11,4.68552093847191e-11,4.56983501430794e-11,4.10064291116769e-11,3.38541704410863e-11,2.57146841219558e-11,1.79704521527702e-11
0.25,0.25,1.31273582721284e-25,1.56428835621434e-23,1.53361342063996e-21,1.23701396187629e-19,8.20905028102292e-18,4.48198958872914e-16,2.01329949347572e-14,7.44055854907866e-13,2.26236308576391e-11,5.65950811130839e-10,1.16480890115995e-08,1.97237862826367e-07,2.74780246443192e-06,3.14949078946411e-05,0.000296998865119865,0.00230424604264127,0.0147083015114902,0.0772424092198932,0.333740345705327,1.18637292034177,3.4697113921978,8.34881989312692,16.5278531593103,26.9195262458409,36.0726453965407,39.7693218973253,36.0726453965407,26.9195262458409,16.5278531593103,8.34881989312694,3.4697113921978,1.18637292034177,0.333740345705327,0.0772424092198928,0.0147083015114902,0.00230424604264127,0.000296998865119865,3.14949078946411e-05,2.74780246443192e-06,1.97237862826367e-07,1.16480890115994e-08,5.65950811130831e-10,2.26236308576391e-11,7.44055854907866e-13,2.01329949347572e-14,4.48198958872914e-16,8.20905028102321e-18,1.23701396408723e-19,1.53374648623729e-21,7.37964344000378e-23,1.8455063452628e-20,4.25279486786359e-18,7.11643000985031e-16,8.64720381739766e-14,7.6298319838773e-12,4.88854952388715e-10,2.27442085921256e-08,7.68400088147544e-07,1.88507983659406e-05,0.000335813271744652,0.00434401913542367,0.0408048108580255,0.278327920209857,1.37856721341388,4.95820960413173,12.9493385376035,24.5581729362118,33.8197417918212,33.8197417918212,24.5581729362118,12.9493385376035,4.95820960413179,1.37856721341391,0.278327920209863,0.0408048108580264,0.00434401913542381,0.00033581327174477,1.8850798366436e-05,7.68400090274767e-07,2.27442170054566e-08,4.88885567206743e-10,7.73232733824696e-12,4.02179955639268e-13,8.95407772932382e-13,2.33278776582244e-12,5.59605675403057e-12,1.23508990996832e-11,2.50797863088211e-11,4.68552093847189e-11,8.05379790021031e-11,1.27365664239125e-10,1.85315947985072e-10,2.48074439900085e-10,3.05534345242946e-10,3.4621577067083e-10,3.60946180240842e-10,3.4621577067083e-10,3.05534345242947e-10,2.48074439900085e-10,1.85315947985072e-10,1.27365664239126e-10
0.26,0.26,2.8936056327076e-26,3.65595575874367e-24,3.80033722248783e-22,3.25014661415455e-20,2.28688003382361e-18,1.32386416434593e-16,6.30526121577374e-15,2.47071330262698e-13,7.96528348567921e-12,2.11270925011103e-10,4.61039190315193e-09,8.27743096213396e-08,1.22268026902488e-06,1.48590092743434e-05,0.000148568389981133,0.00122214460080054,0.00827138780527278,0.0460568027777638,0.21099336705098,0.795249550578934,2.46602613689317,6.29146132873522,13.2058086768692,22.8054204671206,32.4019225721974,37.8759111634703,36.4262959639546,28.8221615344471,18.7628020657667,10.0491298871991,4.42811443162788,1.60534664411739,0.478826774594737,0.117502644950287,0.0237233748706252,0.00394062323521279,0.000538533803930098,6.05509049393511e-05,5.60128821866269e-06,4.26299492467345e-07,2.66932420305906e-08,1.37514168213659e-09,5.82845142675553e-11,2.03244372730641e-12,5.83100604772615e-14,1.37634740056547e-15,2.67283565079351e-17,4.27047375635123e-19,5.61372230243192e-21,1.25409825613325e-22,2.05328211399533e-20,4.73150365788984e-18,7.91747912794904e-16,9.62056194532937e-14,8.48867134201975e-12,5.43882097733655e-10,2.53043726363662e-08,8.5489376715591e-07,2.09727071580722e-05,0.000373613534629907,0.00483299643058683,0.0453979365835308,0.30965744002776,1.53374334091269,5.51632222875393,14.4069593111022,27.3225228624298,37.6266048255561,37.6266048255561,27.3225228624298,14.4069593111022,5.516322228754,1.53374334091271,0.309657440027766,0.0453979365835319,0.00483299643058717,0.000373613534630951,2.09727071628072e-05,8.54893787170953e-07,2.53044504889801e-08,5.44160708992938e-10,9.40601681231311e-12,2.87512515352312e-12,7.74590576659657e-12,1.98604258354151e-11,4.68552094052512e-11,1.01703548608068e-10,2.03106172998796e-10,3.73180491992398e-10,6.30846264731012e-10,9.81153442800388e-10,1.40397418174546e-09,1.84837507699007e-09,2.23887516896284e-09,2.49504537737902e-09,2.55820775182129e-09,2.41324806043419e-09,2.09448335917858e-09,1.67247893222571e-09,1.22872074448878e-09,8.30528458644039e-10
0.27,0.27,5.78537015378721e-27,7.75023475068529e-25,8.54197265966772e-23,7.74570780942539e-21,5.77861361470218e-19,3.54687445196287e-17,1.79113198375063e-15,7.44164546045724e-14,2.54372392493616e-12,7.15369776089934e-11,1.65520128041909e-09,3.15087121706462e-08,4.93480624464313e-07,6.35871223849043e-06,6.74105469343675e-05,0.000587957782539301,0.00421914109462634,0.0249093025814978,0.12099256969465,0.483521117320835,1.58976087739135,4.30038934764285,9.5706925016322,17.5242145545283,26.3993585076765,32.7195859477827,33.3642861972674,27.9908115186655,19.3200726466172,10.9713895057439,5.12594716515305,1.97036294079279,0.62312897913741,0.162132201820814,0.034707251720693,0.00611266765454004,0.00088572918576957,0.000105591932987124,1.03566700008687e-05,8.35736076207389e-07,5.54852790359447e-08,3.03072137821243e-09,1.3619898268235e-10,5.03571714893266e-12,1.53182236514268e-13,3.83367327379333e-15,7.89371426106768e-17,1.33723372025725e-18,1.86378790466979e-20,2.81960295255593e-22,2.16590797779669e-20,4.99070102412221e-18,8.35120797921261e-16,1.0147587683398e-13,8.95369077692099e-12,5.73676600966339e-10,2.66905760349648e-08,9.01725856712209e-07,2.21216168093059e-05,0.000394080525015677,0.00509775367921613,0.0478848891306576,0.326620840066809,1.61776361133408,5.81851287110459,15.1961895460309,28.8192829123414,39.6878346468382,39.6878346468382,28.8192829123414,15.1961895460309,5.81851287110466,1.61776361133411,0.326620840066815,0.047884889130659,0.00509775367921814,0.000394080525024912,2.21216168509782e-05,9.01726029976387e-07,2.66912388421598e-08,5.76009384479367e-10,1.65075772491329e-11,2.26062813279873e-11,6.16871555531266e-11,1.55564778587271e-10,3.60946180262501e-10,7.70517367717566e-10,1.51332151875465e-09,2.73456830654752e-09,4.54626908994975e-09,6.95392964519888e-09,9.78620345466073e-09,1.26708859431098e-08,1.50941449408563e-08,1.65431742219692e-08,1.6681610021853e-08,1.54762550392472e-08,1.32099929260045e-08,1.03740439903675e-08,7.49553055092669e-09,4.98270832231229e-09
0.28,0.28,1.04918667683366e-27,1.49024814373793e-25,1.74150219160375e-23,1.67436090267981e-21,1.3244444164419e-19,8.6194193900262e-18,4.615108348535e-16,2.03303756647855e-14,7.36832068675629e-13,2.19710720324426e-11,5.39005988098763e-10,1.0879164544508e-08,1.80657965080727e-07,2.46818833821249e-06,2.77433621654187e-05,0.000256566234188857,0.00195208858366339,0.0122196609688229,0.0629329956717538,0.266659626671117,0.929599200893179,2.6662067891635,6.29146132873522,12.2143074154377,19.5094836138153,25.6378921240483,27.7190582120502,24.6566595420474,18.0446980723696,10.8648720017994,5.38219244310255,2.19357982562092,0.735541663553963,0.202918071104856,0.0460568027777636,0.00860055466581432,0.00132135267475274,0.000167020834405196,1.7369293874405e-05,1.48611798676059e-06,1.04612608491398e-07,6.05862936212683e-09,2.88685089007321e-10,1.13170682005481e-11,3.65008625154976e-13,9.68572053581967e-15,2.11456166467368e-16,3.79811743148578e-18,5.61276996684776e-20,7.50650545102165e-22,2.16638895965914e-20,4.99070106464921e-18,8.3512079792154e-16,1.0147587683398e-13,8.95369077692099e-12,5.73676600966339e-10,2.66905760349648e-08,9.01725856712209e-07,2.21216168093059e-05,0.000394080525015677,0.00509775367921613,0.0478848891306576,0.326620840066809,1.61776361133408,5.81851287110459,15.1961895460309,28.8192829123414,39.6878346468382,39.6878346468382,28.8192829123414,15.1961895460309,5.81851287110466,1.61776361133411,0.326620840066816,0.0478848891306617,0.00509775367923198,0.000394080525091621,2.21216171467792e-05,9.0172723668281e-07,2.66957677401503e-08,5.9164705311911e-10,6.61827727535898e-11,1.67782279772535e-10,4.52021935959093e-10,1.12109615983387e-09,2.55820775184295e-09,5.37078232910144e-09,1.03740439903675e-08,1.84360302628312e-08,3.01436287679858e-08,4.53453173918433e-08,6.27593089220352e-08,7.99158002097162e-08,9.36258870567901e-08,1.00917859771029e-07,1.00080371985278e-07,9.13142556689327e-08,7.66543930175999e-08,5.92030809157176e-08,4.20688228457836e-08,2.75033252725535e-08
0.29,0.29,1.72585454243517e-28,2.59915469560926e-26,3.22047313219267e-24,3.28296948012897e-22,2.75342736119046e-20,1.89994056539187e-18,1.07861391904017e-16,5.03792431301261e-15,1.93596218556351e-13,6.12070875833791e-12,1.59208471569465e-10,3.40714208118558e-09,5.99893186252458e-08,8.68994898901109e-07,1.03566700008688e-05,0.000101550639555429,0.000819228025070832,0.0054373407674493,0.029691211337307,0.133391726569423,0.493048321774625,1.49937301088059,3.75136659417998,7.72198471339279,13.0775979541442,18.2216054669329,20.8883872262764,19.7007515364789,15.2869304973824,9.75927153357321,5.12594716515305,2.2150853387728,0.787528742098265,0.230357298495413,0.0554366723953262,0.0109761982859253,0.00178799519589401,0.000239629545715681,2.64225053539084e-05,2.39699560648509e-06,1.78904018099076e-07,1.09858221703033e-08,5.55014907183282e-10,2.30694024050369e-11,7.88910351288626e-13,2.21961973544185e-14,5.13794101422129e-16,9.78496471272548e-18,1.53316694097287e-19,2.04111570012816e-21,2.0553242694725e-20,4.73150383684476e-18,7.91747912796192e-16,9.62056194532937e-14,8.48867134201975e-12,5.43882097733655e-10,2.53043726363662e-08,8.5489376715591e-07,2.09727071580722e-05,0.000373613534629907,0.00483299643058683,0.0453979365835309,0.30965744002776,1.53374334091269,5.51632222875393,14.4069593111022,27.3225228624298,37.6266048255561,37.6266048255561,27.3225228624298,14.4069593111022,5.516322228754,1.53374334091271,0.309657440027771,0.0453979365835553,0.00483299643070804,0.000373613535205178,2.09727096725433e-05,8.54903879216831e-07,2.53417872809933e-08,6.7124776197278e-10,4.0739589273469e-10,1.14957304474196e-09,3.04745609741343e-09,7.43332734109958e-09,1.66816100218733e-08,3.44430390096322e-08,6.54295232885296e-08,1.14354916686355e-07,1.83884329583962e-07,2.72046656553001e-07,3.70297566561099e-07,4.63732054355032e-07,5.34308604472437e-07,5.6640361023652e-07,5.52419055272309e-07,4.95701327488603e-07,4.09242101597509e-07,3.10848892023467e-07,2.17233667516833e-07,1.3967341064989e-07
0.3,0.3,2.5750485372164e-29,4.11183305992597e-27,5.40188260604339e-25,5.83867663077199e-23,5.19210321539268e-21,3.79867225745698e-19,2.2865460168453e-17,1.13236824060202e-15,4.61376030058641e-14,1.54661418349181e-12,4.26548641132521e-11,9.67864921999962e-10,1.80684355464808e-08,2.77514682177534e-07,3.50679995326828e-06,3.64582343866716e-05,0.000311845790827701,0.00219454127568942,0.0127059526930998,0.0605243769936951,0.237199098834495,0.764813165010495,2.02888433310153,4.42811443162788,7.9513339807073,11.7468323069299,14.277795447465,14.277795447465,11.7468323069298,7.95133398070731,4.42811443162788,2.02888433310153,0.764813165010495,0.237199098834495,0.0605243769936949,0.0127059526930998,0.00219454127568942,0.000311845790827701,3.64582343866716e-05,3.50679995326825e-06,2.7751468217753e-07,1.80684355464807e-08,9.67864921999962e-10,4.26548641132515e-11,1.5466141834918e-12,4.61376030058628e-14,1.13236824060201e-15,2.28654601686738e-17,3.79867358811297e-19,5.25025676623058e-21,1.85133189453531e-20,4.25279540714549e-18,7.11643000989137e-16,8.64720381739766e-14,7.6298319838773e-12,4.88854952388715e-10,2.27442085921256e-08,7.68400088147544e-07,1.88507983659406e-05,0.000335813271744652,0.00434401913542367,0.0408048108580256,0.278327920209858,1.37856721341389,4.95820960413173,12.9493385376035,24.5581729362118,33.8197417918212,33.8197417918212,24.5581729362118,12.9493385376035,4.9582096041318,1.37856721341391,0.278327920209894,0.0408048108581955,0.00434401913628197,0.000335813275754414,1.88508156030095e-05,7.68468262074929e-07,2.29922830320257e-08,1.31938341103275e-09,2.56583758380516e-09,7.24988430254918e-09,1.89027413025698e-08,4.53453173960955e-08,1.00080371985295e-07,2.03223613346033e-07,3.79671694088495e-07,6.52606003211346e-07,1.03205466682102e-06,1.50163067964123e-06,2.01016800679664e-06,2.47577044226039e-06,2.80541544679593e-06,2.9247771918293e-06,2.80541544679593e-06,2.4757704422604e-06,2.01016800679664e-06,1.50163067964124e-06,1.03205466682102e-06,6.52606003211346e-07
0.31,0.31,3.48494923132207e-30,5.90022571772615e-28,8.21864856406678e-26,9.41871828279493e-24,8.8806103998167e-22,6.88895648201952e-20,4.39666805818199e-18,2.30862571361545e-16,9.97339436460243e-15,3.54480270925874e-13,1.03657506854586e-11,2.49384273314276e-10,4.93624809575843e-09,8.03867571288669e-08,1.07703955285549e-06,1.18723969600534e-05,0.000107672495548307,0.000803398029217624,0.00493192380576003,0.0249093025814978,0.103506206309786,0.353859473899552,0.995302000702029,2.30323652983783,4.38512336871913,6.86886064492081,8.85211828021683,9.38575739446218,8.18749510900964,5.87614354187713,3.4697113921978,1.68559766578684,0.673711721804293,0.221540891682726,0.0599367663212464,0.0133411212335776,0.00244315469459033,0.000368102879880874,4.56296436768825e-05,4.65355180319425e-06,3.90464577746383e-07,2.69549383959793e-08,1.53092762193933e-09,7.15369776089939e-11,2.75021172604718e-12,8.69883883409353e-14,2.26368531286693e-15,4.84652474926621e-17,8.53698439522851e-19,1.24215018269102e-20,1.58737691597396e-20,3.62399417867683e-18,6.0642216326234e-16,7.3686610249203e-14,6.50171393591681e-12,4.16574711383418e-10,1.93813360867319e-08,6.54787362556021e-07,1.60635907445907e-05,0.000286161193769628,0.00370172892540165,0.0347715661326075,0.237175408502713,1.1747374885831,4.22510751855348,11.0346984060396,20.927094535951,28.8192829123414,28.8192829123414,20.927094535951,11.0346984060396,4.22510751855354,1.17473748858315,0.237175408502924,0.0347715661337287,0.00370172893099781,0.000286161219484322,1.60636994594915e-05,6.55210231453237e-07,2.08946576054865e-08,5.39928303369569e-09,1.51006466547922e-08,4.20688965323939e-08,1.07875047383991e-07,2.54501547463454e-07,5.52419055272325e-07,1.10320359263394e-06,2.02698939864006e-06,3.42654216450171e-06,5.32929150818555e-06,7.62590983030374e-06,1.00397442153694e-05,1.21608077853614e-05,1.35522371549266e-05,1.38953136718792e-05,1.31079419737955e-05,1.13765206268325e-05,9.08433623357633e-06,6.67399281690917e-06,4.51114786829381e-06,2.80541544679595e-06
0.32,0.32,4.2779657036708e-31,7.67947595781329e-29,1.13418914100719e-26,1.37815796069002e-24,1.37775540827487e-22,1.13319555991815e-20,7.66826684299399e-19,4.26922637182598e-17,1.95551325045132e-15,7.36939704568059e-14,2.28487666359871e-12,5.82845142675543e-11,1.22321617203359e-09,2.11209213927513e-08,3.0004204685619e-07,3.50679995326825e-06,3.37209248989711e-05,0.000266776504075501,0.0017364220398506,0.00929870811079707,0.0409684519942625,0.148503300711541,0.442876128736188,1.08664591343955,2.19357982562092,3.6431617090763,4.97809370691908,5.5963813351041,5.17620114856795,3.9388968095031,2.46602613689317,1.27022413536967,0.538297866985822,0.187682841790947,0.0538376501146532,0.0127059526930998,0.00246710700068054,0.000394119887858759,5.17998293177319e-05,5.60128821866267e-06,4.98318631240115e-07,3.64742140977987e-08,2.19646544022711e-09,1.0882343217541e-10,4.43588293995993e-12,1.48763829012409e-13,4.10463205624345e-15,9.31774305738803e-17,1.74023085358907e-18,2.67801065771189e-20,1.30430820849224e-20,2.92777939535756e-18,4.89920458964738e-16,5.95304395161203e-14,5.25264884494255e-12,3.36545209178269e-10,1.56579255274572e-08,5.28994064874663e-07,1.29775628706289e-05,0.000231185850182975,0.0029905779239055,0.0280914891801573,0.191610881038384,0.949054906650036,3.41340857900397,8.9147871481369,16.9067233695152,23.2827181561069,23.2827181561069,16.9067233695152,8.9147871481369,3.41340857900405,0.949054906650271,0.191610881039668,0.028091489186993,0.0029905779574788,0.000231186001906849,1.29781937168941e-05,5.31407312935097e-07,2.41514743761549e-08,2.78398704817317e-08,8.19441309726761e-08,2.24596886866727e-07,5.66403610726444e-07,1.31418710588126e-06,2.80541544679594e-06,5.50992844880241e-06,9.95642731614552e-06,1.65527398402681e-05,2.53189122788544e-05,3.56310804758639e-05,4.61340660687388e-05,5.49570316613297e-05,6.02328752677316e-05,6.07369131358641e-05,5.63482755415011e-05,4.80969278037943e-05,3.77713786550079e-05,2.72908542630156e-05,1.81417933974704e-05,1.10956333317445e-05
0.33,0.33,4.76330014359829e-32,9.06618027733014e-30,1.41971237022364e-27,1.82909387562262e-25,1.93879208479207e-23,1.69077607480756e-21,1.21311106147787e-19,7.16101601615503e-18,3.47782992978853e-16,1.38963789768692e-14,4.56829953095567e-13,1.23556929490426e-11,2.74940840421899e-10,5.03351095183284e-09,7.58162663236587e-08,9.39535905372663e-07,9.5790840444647e-06,8.03515389017129e-05,0.000554528698758268,0.00314857084040171,0.0147083015114902,0.0565289856226667,0.17874729322603,0.46501543549235,0.995302000702026,1.75267744790388,2.53926913188304,3.02673975677829,2.96825386965987,2.39489577196985,1.58976087739134,0.868233635310401,0.390122519965752,0.144219853016523,0.0438640461355559,0.0109761982859253,0.00225972094806016,0.000382751844743753,5.33383266525471e-05,6.11534684800568e-06,5.76849359832189e-07,4.47675522393836e-08,2.85840587890625e-09,1.50156472441637e-10,6.48968819319844e-12,2.30761428203519e-13,6.75090845278127e-15,1.62487827637179e-16,3.21765197873034e-18,5.24530639244004e-20,1.04338206834878e-20,2.24247426345848e-18,3.75243963112973e-16,4.55960506206996e-14,4.02315260181984e-12,2.57769512850495e-10,1.19928488814827e-08,4.05171545114212e-07,9.93988316552353e-06,0.000177071794084065,0.00229056838000694,0.0215160676299464,0.146760203726316,0.726908047667279,2.61442636107615,6.82808810724702,12.9493385376035,17.8328936299194,17.8328936299194,12.9493385376035,6.82808810724705,2.61442636107639,0.72690804766857,0.146760203733625,0.0215160676683087,0.00229056856532294,0.000177072617720217,9.94325112450182e-06,4.17842431057322e-07,5.58515699443402e-08,1.39931180162743e-07,4.09246124750113e-07,1.10320363822999e-06,2.73614949299274e-06,6.24356689827159e-06,1.31079419737955e-05,2.53189122788544e-05,4.49950119190108e-05,7.35685999839249e-05,0.000110669871302543,0.000153170493469466,0.000195042660035277,0.00022850352510765,0.000246300328134804,0.000244256353788665,0.000222861752970906,0.00018708286319236,0.000144491156364363,0.000102673252233754,6.7124670051444e-05,4.03753037223249e-05
0.34,0.34,4.81070143351865e-33,9.70838348307244e-31,1.61192582992295e-28,2.20192640654727e-26,2.47468632367487e-24,2.28821658973766e-22,1.7407392224038e-20,1.08950671998292e-18,5.61029534869438e-17,2.37684657916499e-15,8.28468857870147e-14,2.37580525935403e-12,5.60538057464051e-11,1.08807537649483e-09,1.73769068678279e-08,2.28320852910747e-07,2.46818833821248e-06,2.19518247650442e-05,0.000160628488115634,0.000967017045531668,0.00478966678146113,0.0195180346563338,0.0654374673634985,0.180499703701562,0.409624682267105,0.764813165010493,1.17485482756455,1.48481610625905,1.54390561671185,1.32077377717914,0.929599200893178,0.538297866985822,0.256453830003908,0.100520660408022,0.0324161243944024,0.0086005546658143,0.0018773767894186,0.000337159996902701,4.98173075088907e-05,6.0559750171484e-06,6.05685966957218e-07,4.98391425263159e-08,3.37406329295354e-09,1.87929735176488e-10,8.61186854000078e-12,3.24682510188766e-13,1.00711719613743e-14,2.57016343814334e-16,5.39636216162178e-18,9.3240536993682e-20,8.39109363496729e-21,1.62838039108151e-18,2.7248304258017e-16,3.31095282525851e-14,2.92140838781199e-12,1.87179083543341e-10,8.70859566705897e-09,2.94214927334345e-07,7.2178365892699e-06,0.000128580512767055,0.00166329402349348,0.015623871791098,0.106569780616603,0.527843578854711,1.89846318459552,4.95820960413174,9.40314970982203,12.9493385376035,12.9493385376035,9.40314970982205,4.95820960413191,1.89846318459666,0.527843578861554,0.106569780654967,0.0156238719891898,0.00166329496460556,0.000128584626401444,7.23437976349211e-06,3.55424703398054e-07,2.17076839278359e-07,6.52793182294896e-07,1.88052913285375e-06,4.98558946428682e-06,1.2160807785634e-05,2.72908542630171e-05,5.63482755415011e-05,0.000107041681362091,0.000187082863192359,0.000300831900119605,0.000445064094353162,0.000605801053359343,0.000758658420614864,0.000874120557729764,0.000926627487440433,0.000903748973258563,0.00081095965369967,0.000669513706312339,0.000508543947431882,0.000355390897728454,0.00022850352510765,0.000135172486054158
0.35,0.35,4.40695551753231e-34,9.42973094819376e-32,1.66004380919011e-29,2.40435953675342e-27,2.86509406502734e-25,2.80891096073573e-23,2.26567010260482e-21,1.50354000566678e-19,8.20905028102292e-18,3.68748664973726e-16,1.36278583515409e-14,4.14366253140533e-13,1.03657506854585e-11,2.13342192080286e-10,3.61253747071342e-09,5.03277576761087e-08,5.76849359832187e-07,5.43972396389927e-06,4.22037384278122e-05,0.000269391939151077,0.00141474407416739,0.00611266765454005,0.0217291779963528,0.0635499809076218,0.152913970309592,0.302718190071951,0.493048321774622,0.660693546844398,0.728400538721237,0.660693546844399,0.493048321774622,0.302718190071952,0.152913970309593,0.0635499809076218,0.0217291779963528,0.00611266765454005,0.00141474407416739,0.000269391939151078,4.22037384278124e-05,5.43972396389927e-06,5.76849359832187e-07,5.03277576761087e-08,3.61253747071349e-09,2.1334219208029e-10,1.03657506854586e-11,4.14366253140542e-13,1.36278583515409e-14,3.68748664973784e-16,8.20905031609878e-18,1.50369329676253e-19,7.13033740912105e-21,1.12105264503278e-18,1.87587058706249e-16,2.27937817896965e-14,2.01120187525389e-12,1.28860766403365e-10,5.99530829359147e-09,2.02548064163565e-07,4.96901650045855e-06,8.85194173731693e-05,0.00114507101201763,0.0107560313635291,0.0733664432250207,0.363386372156072,1.30696986182703,3.41340857900397,6.47346410333652,8.9147871481369,8.91478714813692,6.47346410333665,3.41340857900483,1.30696986183265,0.363386372189651,0.0733664434103381,0.0107560323046413,0.00114507540924232,8.85383201137632e-05,5.0437782897693e-06,4.74594720716569e-07,9.1678035506113e-07,2.80554430756237e-06,7.95037070404304e-06,2.07293721399758e-05,4.9727178631546e-05,0.000109751454426911,0.000222861752970906,0.000416360569054153,0.000715669382511036,0.00113178536894677,0.00164673799500805,0.00220441689026526,0.00271501195963986,0.00307651160212384,0.00320740764957531,0.00307651160212383,0.00271501195963985,0.00220441689026526,0.00164673799500805,0.00113178536894678,0.000715669382511039,0.000416360569054155
