"D.1","D.2"
0.840995230830148,0.250806063112043
0.499621717700286,0.148612318841348
0.158608610595971,0.250758874697691
0.159169927746272,0.74918477290224
0.500453067516586,0.85132432332482
0.841404875945886,0.749209094620427
0.5001543865784,0.499837115897475
