"p1","p2"
0,0
0.00334448160535117,0.00334448160535117
0.00668896321070234,0.00668896321070234
0.0100334448160535,0.0100334448160535
0.0133779264214047,0.0133779264214047
0.0167224080267559,0.0167224080267559
0.020066889632107,0.020066889632107
0.0234113712374582,0.0234113712374582
0.0267558528428094,0.0267558528428094
0.0301003344481605,0.0301003344481605
0.0334448160535117,0.0334448160535117
0.0367892976588629,0.0367892976588629
0.040133779264214,0.040133779264214
0.0434782608695652,0.0434782608695652
0.0468227424749164,0.0468227424749164
0.0501672240802676,0.0501672240802676
0.0535117056856187,0.0535117056856187
0.0568561872909699,0.0568561872909699
0.0602006688963211,0.0602006688963211
0.0635451505016722,0.0635451505016722
0.0668896321070234,0.0668896321070234
0.0702341137123746,0.0702341137123746
0.0735785953177257,0.0735785953177257
0.0769230769230769,0.0769230769230769
0.0802675585284281,0.0802675585284281
0.0836120401337793,0.0836120401337793
0.0869565217391304,0.0869565217391304
0.0903010033444816,0.0903010033444816
0.0936454849498328,0.0936454849498328
0.096989966555184,0.096989966555184
0.100334448160535,0.100334448160535
0.103678929765886,0.103678929765886
0.107023411371237,0.107023411371237
0.110367892976589,0.110367892976589
0.11371237458194,0.11371237458194
0.117056856187291,0.117056856187291
0.120401337792642,0.120401337792642
0.123745819397993,0.123745819397993
0.127090301003344,0.127090301003344
0.130434782608696,0.130434782608696
0.133779264214047,0.133779264214047
0.137123745819398,0.137123745819398
0.140468227424749,0.140468227424749
0.1438127090301,0.1438127090301
0.147157190635451,0.147157190635451
0.150501672240803,0.150501672240803
0.153846153846154,0.153846153846154
0.157190635451505,0.157190635451505
0.160535117056856,0.160535117056856
0.163879598662207,0.163879598662207
0.167224080267559,0.167224080267559
0.17056856187291,0.17056856187291
0.173913043478261,0.173913043478261
0.177257525083612,0.177257525083612
0.180602006688963,0.180602006688963
0.183946488294314,0.183946488294314
0.187290969899666,0.187290969899666
0.190635451505017,0.190635451505017
0.193979933110368,0.193979933110368
0.197324414715719,0.197324414715719
0.20066889632107,0.20066889632107
0.204013377926421,0.204013377926421
0.207357859531773,0.207357859531773
0.210702341137124,0.210702341137124
0.214046822742475,0.214046822742475
0.217391304347826,0.217391304347826
0.220735785953177,0.220735785953177
0.224080267558528,0.224080267558528
0.22742474916388,0.22742474916388
0.230769230769231,0.230769230769231
0.234113712374582,0.234113712374582
0.237458193979933,0.237458193979933
0.240802675585284,0.240802675585284
0.244147157190635,0.244147157190635
0.247491638795987,0.247491638795987
0.250836120401338,0.250836120401338
0.254180602006689,0.254180602006689
0.25752508361204,0.25752508361204
0.260869565217391,0.260869565217391
0.264214046822742,0.264214046822742
0.267558528428094,0.267558528428094
0.270903010033445,0.270903010033445
0.274247491638796,0.274247491638796
0.277591973244147,0.277591973244147
0.280936454849498,0.280936454849498
0.284280936454849,0.284280936454849
0.287625418060201,0.287625418060201
0.290969899665552,0.290969899665552
0.294314381270903,0.294314381270903
0.297658862876254,0.297658862876254
0.301003344481605,0.301003344481605
0.304347826086957,0.304347826086957
0.307692307692308,0.307692307692308
0.311036789297659,0.311036789297659
0.31438127090301,0.31438127090301
0.317725752508361,0.317725752508361
0.321070234113712,0.321070234113712
0.324414715719064,0.324414715719064
0.327759197324415,0.327759197324415
0.331103678929766,0.331103678929766
0.334448160535117,0.334448160535117
0.337792642140468,0.337792642140468
0.341137123745819,0.341137123745819
0.344481605351171,0.344481605351171
0.347826086956522,0.347826086956522
0.351170568561873,0.351170568561873
0.354515050167224,0.354515050167224
0.357859531772575,0.357859531772575
0.361204013377926,0.361204013377926
0.364548494983278,0.364548494983278
0.367892976588629,0.367892976588629
0.37123745819398,0.37123745819398
0.374581939799331,0.374581939799331
0.377926421404682,0.377926421404682
0.381270903010033,0.381270903010033
0.384615384615385,0.384615384615385
0.387959866220736,0.387959866220736
0.391304347826087,0.391304347826087
0.394648829431438,0.394648829431438
0.397993311036789,0.397993311036789
0.40133779264214,0.40133779264214
0.404682274247492,0.404682274247492
0.408026755852843,0.408026755852843
0.411371237458194,0.411371237458194
0.414715719063545,0.414715719063545
0.418060200668896,0.418060200668896
0.421404682274247,0.421404682274247
0.424749163879599,0.424749163879599
0.42809364548495,0.42809364548495
0.431438127090301,0.431438127090301
0.434782608695652,0.434782608695652
0.438127090301003,0.438127090301003
0.441471571906354,0.441471571906354
0.444816053511706,0.444816053511706
0.448160535117057,0.448160535117057
0.451505016722408,0.451505016722408
0.454849498327759,0.454849498327759
0.45819397993311,0.45819397993311
0.461538461538462,0.461538461538462
0.464882943143813,0.464882943143813
0.468227424749164,0.468227424749164
0.471571906354515,0.471571906354515
0.474916387959866,0.474916387959866
0.478260869565217,0.478260869565217
0.481605351170569,0.481605351170569
0.48494983277592,0.48494983277592
0.488294314381271,0.488294314381271
0.491638795986622,0.491638795986622
0.494983277591973,0.494983277591973
0.498327759197324,0.498327759197324
0.501672240802676,0.501672240802676
0.505016722408027,0.505016722408027
0.508361204013378,0.508361204013378
0.511705685618729,0.511705685618729
0.51505016722408,0.51505016722408
0.518394648829431,0.518394648829431
0.521739130434783,0.521739130434783
0.525083612040134,0.525083612040134
0.528428093645485,0.528428093645485
0.531772575250836,0.531772575250836
0.535117056856187,0.535117056856187
0.538461538461538,0.538461538461538
0.54180602006689,0.54180602006689
0.545150501672241,0.545150501672241
0.548494983277592,0.548494983277592
0.551839464882943,0.551839464882943
0.555183946488294,0.555183946488294
0.558528428093645,0.558528428093645
0.561872909698997,0.561872909698997
0.565217391304348,0.565217391304348
0.568561872909699,0.568561872909699
0.57190635451505,0.57190635451505
0.575250836120401,0.575250836120401
0.578595317725752,0.578595317725752
0.581939799331104,0.581939799331104
0.585284280936455,0.585284280936455
0.588628762541806,0.588628762541806
0.591973244147157,0.591973244147157
0.595317725752508,0.595317725752508
0.598662207357859,0.598662207357859
0.602006688963211,0.602006688963211
0.605351170568562,0.605351170568562
0.608695652173913,0.608695652173913
0.612040133779264,0.612040133779264
0.615384615384615,0.615384615384615
0.618729096989967,0.618729096989967
0.622073578595318,0.622073578595318
