"test","sa1","sa2","sa3","sa4"
0.116666666666667,0.0586797176395435,0.18239913711717,0.222974952963615,0.116680285754588
0.12,0.0931994894327359,0.171584171665315,0.200638214200828,0.085595252750902
0.123333333333333,0.126844447646032,0.158046498644443,0.176244536948974,0.0536864324442491
0.126666666666667,0.159321717176002,0.141871378690193,0.150052563823722,0.0212725255748548
0.13,0.190349187632996,0.12317674825391,0.122338423299643,0.0114240566828668
0.133333333333333,0.219657394154081,0.102111602252299,0.0933932075249261,0.0439053345297907
0.136666666666667,0.246991758773281,0.0788540939497224,0.0635205188639339,0.075983355127642
0.14,0.272114797522026,0.0536096578862817,0.033035785282476,0.107322067212473
0.143333333333333,0.294808208015996,0.02661177062539,0.00244374295693653,0.137615330202903
0.146666666666667,0.314874801830004,0.00216887961515912,0.0285567587563422,0.166568558678625
0.15,0.332140258501528,0.0317002721516286,0.0589745579043574,0.193900393396365
0.153333333333333,0.346454682875105,0.0624119445702428,0.088739706343248,0.219345213983212
0.156666666666667,0.357693950415429,0.0937937673554996,0.117537710552473,0.242655662309307
0.16,0.365760827490977,0.125539229607797,0.145067991519607,0.263605033910176
0.163333333333333,0.370585855870308,0.157339855950081,0.171043743511562,0.281989486179975
0.166666666666667,0.372127992906177,0.188886107473063,0.195194473907702,0.297630032649611
0.17,0.370375001143819,0.219870288313089,0.217268716130388,0.310374299975733
0.173333333333333,0.365343583382804,0.249989622910839,0.237036626624478,0.320098028390648
0.176666666666667,0.357079261537817,0.278949259129668,0.254292386230367,0.326706299633501
0.18,0.345655999968925,0.306465124161071,0.26885636526088,0.330134479439812
0.183333333333333,0.331175576271747,0.332266595327699,0.280577023259936,0.330348864699473
0.186666666666667,0.313766704818902,0.356098959765635,0.289332520110159,0.32734702845289
0.19,0.293583920617846,0.37772564337163,0.295032019320949,0.321157858983766
0.193333333333333,0.270806233300795,0.396930194171175,0.297616668111833,0.311841292370047
0.196666666666667,0.24563556332689,0.413518009388416,0.297060242634756,0.29948774095098
0.2,0.218294974883658,0.427317799255674,0.293369450441418,0.284217223237317
0.203333333333333,0.189026722938403,0.438182784061309,0.286583886107335,0.26617820381859
0.206666666666667,0.158090136842805,0.445991624111723,0.276775639754665,0.245546154807428
0.21,0.125759375617819,0.450649085172028,0.264048562044164,0.222521853350447
0.213333333333333,0.0923211402377188,0.452086444545915,0.248537193007922,0.197329432893988
0.216666666666667,0.0580727416320811,0.450261645258685,0.230405365857896,0.170214209772766
0.22,0.0233254460611758,0.44515920782489,0.209844500659156,0.141440313259015
0.223333333333333,0.0116995895298043,0.436789910826062,0.18707160664174,0.111288164742045
0.226666666666667,0.0465192620506222,0.425190253012263,0.162327016430807,0.0800519253174163
0.23,0.0809486621892553,0.410421710894891,0.135871882346014,0.0480375420694269
0.233333333333333,0.114658013766256,0.392569806841428,0.107985481316083,0.0155721438196419
0.236666666666667,0.147346760857636,0.371743003541475,0.0789624382973879,0.0171283629925056
0.24,0.178724817133901,0.348071441415969,0.0491103811406736,0.0495823277612848
0.243333333333333,0.208514004185991,0.321705536122584,0.0187548222578173,0.0815689404230123
0.246666666666667,0.23645031156458,0.292814453823249,0.0118817417733916,0.112763494436188
0.25,0.262286180352893,0.261584482433481,0.0422922564104114,0.142860428488166
0.253333333333333,0.285792678490343,0.228217317954102,0.0722800792355854,0.171565958977529
0.256666666666667,0.306761523246339,0.192928287102619,0.101506175585173,0.198600110953577
0.26,0.325006925409154,0.155944534272286,0.129660083181513,0.223699279451585
0.263333333333333,0.340367236175506,0.117503228922503,0.156444129207935,0.246618750325134
